seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,accelerometer_z,accelerometer_y,accelerometer_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,gyroscope_z,gyroscope_y,gyroscope_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
86,-0.880946078,-0.01853646,0.003542625,0.47284013148650383,-0.011295438,-0.036017231,2.1561755578494766,-0.021492334,0.011966379354843527,5.381979241524144E-4,-141.3782327,-25.69990948,-31.42378347,0.006704173,-0.001166871,-3.41E-04,9.940215110778809,0.3576195416519943,0.11178314949846963,9.940215110778809,0.3576195416519943,0.11178314949846963,-92.29873199,-67.57933647,-4.54425591,-29.33333333,4.0031251841161433E-5,2.075694501399994E-4,-2.25E-04,45,1.5,3.403841018676758,52.400001525878906,2.644958496,124.51872253417969,155.6999969482422,-86.9105526,40.4250117,Garage
87,-0.88106303,-0.018426538,0.003525401,0.47262663227840535,-0.011212984,-0.03580994,2.156665153873777,-0.021504195,0.011883352,6.686701508266037E-4,-141.4248378,-25.62609961,-31.43854542,-0.019613423,4.7613984172784006E-5,5.797029120250813E-5,9.905725322,0.35432069755873635,0.11128077225633037,9.905725322,0.35432069755873635,0.11128077225633037,-92.34472603,-67.50699112,-4.5576759,-28.22222222,2.8170138321708416E-5,1.2454167641337636E-4,-9.49E-05,45,1.5,3.403841018676758,52.400001525878906,2.644958496,124.51872253417969,155.6999969482422,-86.9105526,40.4250117,Garage
88,-0.881237742,-0.018369024,0.003440801,0.4723036477287996,-0.011294624,-0.035632703,2.1573992585672914,-0.021456751,0.011859629366510702,6.923923823864931E-4,-141.4238609,-25.6646513,-31.38876945,-0.01040917,-0.001891198,-1.51E-05,9.884099876996382,0.35096958395346856,0.11184413141561943,9.884099876996382,0.35096958395346856,0.11184413141561943,-92.34350647,-67.54407814,-4.50985188,-30.625,7.561458674829128E-5,1.0081943694176604E-4,-7.12E-05,45,1.5,3.403841018676758,52.400001525878906,2.644958496,124.51872253417969,155.6999969482422,-86.9105526,40.4250117,Garage
89,-0.881259433,-0.018334012,0.003445598,0.4722644394406906,-0.011251474,-0.035576033,2.1574899577177487,-0.021720318,0.012216945317609666,5.756060474176103E-4,-141.4337434,-25.63756763,-31.47551134,0.010033020606407752,0.002559276,8.784212315311799E-4,9.903933599157241,0.35541837525020525,0.11202998217014433,9.903933599157241,0.35541837525020525,0.11202998217014433,-92.35363174,-67.51711761,-4.594031873,-29.22222222,-1.88E-04,4.5813545539903524E-4,-1.88E-04,45,1.5,3.403841018676758,52.400001525878906,2.644958496,124.51872253417969,155.6999969482422,-86.9105526,40.4250117,Garage
90,-0.881172518,-0.018310368,0.003516453,0.47242702355662597,-0.011110727,-0.035599244,2.157123542526393,-0.021682112,0.012156157157591824,4.788923650319932E-4,-141.396411,-25.65708748,-31.48234341,0.012263686911573687,0.002478978,0.002909475,9.924374210024343,0.3555490526470166,0.11298827212123037,9.924374210024343,0.3555490526470166,0.11298827212123037,-92.31629974,-67.537612,-4.602571898,-28.625,-1.50E-04,3.973472506278059E-4,-2.85E-04,45,1.5,3.403841018676758,52.400001525878906,2.644958496,124.51872253417969,155.6999969482422,-86.9105526,40.4250117,Garage
91,-0.880988141,-0.01846017,0.003556683,0.47276467432096164,-0.011195307,-0.035897039,2.156350837170499,-0.021516056,0.011966379381969426,5.263368151539449E-4,-141.4563136,-25.60035748,-31.49442131,0.009592686,0.002447695,0.001541846,9.950294513146854,0.35951870014366594,0.11279661381996951,9.950294513146854,0.35951870014366594,0.11279661381996951,-92.3764463,-67.47905281,-4.614771886,-30.22222222,1.6309025932501242E-5,2.075694637029495E-4,-2.37E-04,45,1.5,6.0494585037231445,61.96699905395508,1.5267494916915894,260.9908447265625,155.6999969482422,-86.9106866,40.4250144,Garage
92,-0.881062361,-0.018448338,0.003513837,0.47262707699849765,-0.011254044,-0.035837431,2.156662850704008,-0.021516056,0.011812184905651415,7.754201617643454E-4,-141.4492369,-25.60523746,-31.43305532,-0.024834901,-0.003081949,1.2757404915337422E-4,9.894696235656738,0.3526393331370307,0.11171055122197253,9.894696235656738,0.3526393331370307,0.11171055122197253,-92.36924789,-67.48564056,-4.552795892,-29.5,1.63090248022554E-5,5.33750099898542E-5,1.1861111824084254E-5,45,1.5,6.0494585037231445,61.96699905395508,1.5267494916915894,260.9908447265625,155.6999969482422,-86.9106866,40.4250144,Garage
93,-0.881160601,-0.018381715,0.003485154,0.4724467353334705,-0.011234217,-0.035695169,2.1570747893990823,-0.021575362,0.012001962690315778,5.975034877938191E-4,-141.4675378,-25.60047953,-31.46867941,2.331409639525182E-4,9.401614226183845E-4,1.1604069506080406E-4,9.896024236312279,0.3544454829624066,0.11150208427212559,9.896024236312279,0.3544454829624066,0.11150208427212559,-92.38730354,-67.47929634,-4.587565885,-30.11111111,-4.30E-05,2.431527901332355E-4,-1.66E-04,45,1.5,6.0494585037231445,61.96699905395508,1.5267494916915894,260.9908447265625,155.6999969482422,-86.9106866,40.4250144,Garage
94,-0.881244984,-0.018319818,0.00346304,0.47229188130897226,-0.011208377,-0.03556714,2.157428732196104,-0.021729556,0.012001962726483646,4.551701492955456E-4,-141.428253,-25.66428549,-31.50027746,-0.005637058,0.001192769,0.001379541,9.889803145695659,0.3523576544615829,0.11152470097379777,9.889803145695659,0.3523576544615829,0.11152470097379777,-92.34814209,-67.54395653,-4.620383906,-32.11111111,-1.97E-04,2.4315280143569396E-4,-3.08E-04,45,1.5,6.0494585037231445,61.96699905395508,1.5267494916915894,260.9908447265625,155.6999969482422,-86.9106866,40.4250144,Garage
95,-0.88111182,-0.018362037,0.003528415,0.4725381031777095,-0.011143045,-0.035700232,2.1568692054563354,-0.021587223,0.012156157,6.80531269997286E-4,-141.4255701,-25.61011744,-31.49002949,0.02653458,0.003234892,0.001620112,9.93911446,0.3589466280728868,0.11285469221692641,9.93911446,0.3589466280728868,0.11285469221692641,-92.34558006,-67.48991066,-4.610867901,-32,-5.49E-05,3.973472506278059E-4,-8.30E-05,45,1.5,6.0494585037231445,61.96699905395508,1.5267494916915894,260.9908447265625,155.6999969482422,-86.9106866,40.4250144,Garage
96,-0.880865483,-0.018501887,0.003615241,0.47299108401085566,-0.011140852,-0.036023102,2.1558360220159143,-0.021527917,0.011847768277291533,7.635590544612446E-4,-141.3695714,-25.59596537,-31.48600327,-0.001121734,-1.72E-04,8.712956699931506E-4,9.943778158391563,0.35745401767272394,0.11087422535836118,9.943778158391563,0.35745401767272394,0.11087422535836118,-92.28946007,-67.47649078,-4.605865908,-33.55555556,4.447913543294066E-6,8.895834546210696E-5,0,45,1.5,3.6451778411865234,82.78700256347656,1.4345033168792725,288.7967529296875,155.6999969482422,-86.9107661,40.4250466,Garage
97,-0.881088622,-0.018468646,0.003485192,0.47257753203694636,-0.011321761,-0.035846764,2.156773736843696,-0.021356159,0.011770556994284002,7.753061117210353E-4,-141.3744513,-25.61353346,-31.46745945,-0.014388598,-0.001549654,-6.68E-04,9.903378949581999,0.3544281424538603,0.1119835191560023,9.903378949581999,0.3544281424538603,0.1119835191560023,-92.29458412,-67.49381462,-4.587687907,-31.375,1.7620593616112063E-4,1.1747064910685787E-5,1.1747062671929598E-5,45,1.5,3.6451778411865234,82.78700256347656,1.4345033168792725,288.7967529296875,155.6999969482422,-86.9107661,40.4250466,Garage
98,-0.881224823,-0.018417131,0.003422934,0.4723259716936686,-0.011372561,-0.035700341,2.157345906044673,-0.021456751,0.011669852,6.923923812562473E-4,-141.4499687,-25.64281357,-31.4352515,-0.008647734,-3.94E-04,-4.45E-04,9.89459172,0.35338854297850897,0.11213742637807883,9.89459172,0.35338854297850897,0.11213742637807883,-92.37046791,-67.52285118,-4.55499186,-30.33333333,7.561458392267668E-5,-8.90E-05,-7.12E-05,45,1.5,3.6451778411865234,82.78700256347656,1.4345033168792725,288.7967529296875,155.6999969482422,-86.9107661,40.4250466,Garage
99,-0.881366177,-0.018348192,0.003366741,0.472065202,-0.01139592,-0.035529085,2.1579397951514974,-0.021575362,0.011859629321300868,7.161146054695388E-4,-141.4192253,-25.63805538,-31.39560143,-0.003246196,-4.40E-04,0.001499811,9.882345940302876,0.35100443256132813,0.1141237008195479,9.882345940302876,0.35100443256132813,0.1141237008195479,-92.33948051,-67.5195565,-4.516073899,-32.375,-4.30E-05,1.0081945502569953E-4,-4.74E-05,45,1.5,3.6451778411865234,82.78700256347656,1.4345033168792725,288.7967529296875,155.6999969482422,-86.9107661,40.4250466,Garage
100,-0.881112016,-0.018452737,0.003478356,0.4725344875483837,-0.011317045,-0.035812835,2.1568720271286455,-0.021717695,0.012049407119528182,5.619201534518122E-4,-141.4860811,-25.59645355,-31.42585733,0.028045163571255877,0.004854752,-0.001003383,9.943072513469215,0.36017207917079186,0.111164616,9.943072513469215,0.36017207917079186,0.111164616,-92.40670212,-67.47649139,-4.546085892,-32.22222222,-1.85E-04,2.905972329085892E-4,-2.02E-04,45,1.5,3.6451778411865234,82.78700256347656,1.4345033168792725,288.7967529296875,155.6999969482422,-86.9107661,40.4250466,Garage
101,-0.880851748,-0.018544548,0.003600857,0.4730150858754093,-0.011207614,-0.036084358,2.155779169601144,-0.021492334,0.011741018225664942,0.001000781,-141.4264236,-25.62683149,-31.42902946,-0.003896639,-8.32E-04,0.00126015,9.931344270706177,0.35758893850904244,0.11201688586376034,9.931344270706177,0.35758893850904244,0.11201688586376034,-92.34631172,-67.50650253,-4.54864789,-29.25,4.0031250710915594E-5,-1.78E-05,2.3722223648168508E-4,45,1.5,3.6451778411865234,86.32599639892578,0.6502726674079895,299.1882019042969,155.6999969482422,-86.9107788,40.4250574,Garage
102,-0.880977025,-0.018499528,0.003542382,0.4727838933467865,-0.011258602,-0.03595264,2.1563050052494677,-0.021563501,0.011764740458355077,5.619201557123039E-4,-141.4666835,-25.64793749,-31.41914738,-0.007909932,-4.31E-04,-0.001229952,9.914204653026989,0.356852908,0.11116752028465271,9.914204653026989,0.356852908,0.11116752028465271,-92.38669388,-67.52760826,-4.537911897,-30.88888889,-3.11E-05,5.930551391058755E-6,-2.02E-04,45,1.5,3.6451778411865234,86.32599639892578,0.6502726674079895,299.1882019042969,155.6999969482422,-86.9107788,40.4250574,Garage
103,-0.881227697,-0.01836991,0.003447001,0.47232230687604365,-0.011285281,-0.035639891,2.1573569728332815,-0.021433028,0.011883352,6.923923778655098E-4,-141.4280099,-25.6425695,-31.50296141,-0.018428914,-0.002457171,-1.69E-04,9.879973383783136,0.3501274491687423,0.11131271549943582,9.879973383783136,0.3501274491687423,0.11131271549943582,-92.34777634,-67.52150871,-4.623555903,-30.625,9.933681039645979E-5,1.2454167189239297E-4,-7.12E-05,45,1.5,3.6451778411865234,86.32599639892578,0.6502726674079895,299.1882019042969,155.6999969482422,-86.9107788,40.4250574,Garage
104,-0.881213043,-0.018347907,0.003468852,0.47235034420652294,-0.011227065,-0.035621398,2.1572948335443884,-0.021599084,0.011990102,6.92392383516739E-4,-141.4212993,-25.61267946,-31.46001757,0.008986686,0.001482916,0.001151351,9.900059792601947,0.3542481015608149,0.11255558941838811,9.900059792601947,0.3542481015608149,0.11255558941838811,-92.34130966,-67.49344833,-4.579147897,-28.66666667,-6.67E-05,2.3129168509062632E-4,-7.12E-05,45,1.5,3.6451778411865234,86.32599639892578,0.6502726674079895,299.1882019042969,155.6999969482422,-86.9107788,40.4250574,Garage
105,-0.881060472,-0.018410425,0.00353595,0.47263190666070354,-0.011179369,-0.035791454,2.1566541424164405,-0.021520618,0.011852786401644923,6.695825499124252E-4,-141.4327676,-25.64269157,-31.41573141,0.015226676,0.001260811,4.5176394856893097E-4,9.932885586636738,0.35662930740893467,0.11090326457492357,9.932885586636738,0.35662930740893467,0.11090326457492357,-92.35277802,-67.5217524,-4.5352279,-31,1.1747057634728173E-5,9.397650585294916E-5,-9.40E-05,45,1.5,3.6451778411865234,86.32599639892578,0.6502726674079895,299.1882019042969,155.6999969482422,-86.9107788,40.4250574,Garage
106,-0.880889452,-0.018498344,0.003601256,0.47294667334232515,-0.011160337,-0.036004187,2.155936734190265,-0.02155164,0.011883351572074936,8.584479473585498E-4,-141.4145898,-25.65159756,-31.46318937,0.010394475992443492,6.04801964991301E-4,-1.85E-04,9.947492219869373,0.3586039676249606,0.11067095143919431,9.947492219869373,0.3586039676249606,0.11067095143919431,-92.33447792,-67.53187889,-4.583051891,-29.5,-1.93E-05,1.2454167189239297E-4,9.488889459267403E-5,45,1.5,10.223139762878418,92.90000153,14.797677993774414,85.75609588623047,156.09999084472656,-86.9094405,40.4251261,Garage
107,-0.88089099,-0.018498143,0.003600321,0.4729437842531112,-0.011161702,-0.036002979,2.1559432640816403,-0.021527917,0.011918934948236039,6.805312728229006E-4,-141.3651799,-25.65440348,-31.40426352,-0.0228315,-0.002196223,4.547832226290286E-4,9.907758027604483,0.355557763,0.11126044522790075,9.907758027604483,0.355557763,0.11126044522790075,-92.28494629,-67.53370834,-4.524491911,-32.44444444,4.447914108416988E-6,1.6012500736464573E-4,-8.30E-05,45,1.5,10.223139762878418,92.90000153,14.797677993774414,85.75609588623047,156.09999084472656,-86.9094405,40.4251261,Garage
108,-0.881105448,-0.018400738,0.003511371,0.4725486190573683,-0.011210141,-0.0357522,2.1568431507036525,-0.021421167,0.011978240484751544,7.279757144680084E-4,-141.3484651,-25.63293158,-31.39987139,-0.009347101,8.881152833549722E-4,0.001120549,9.885249841560437,0.3548666329927815,0.11199513457498504,9.885249841560437,0.3548666329927815,0.11199513457498504,-92.2687204,-67.51382271,-4.520221901,-29.875,1.1119792222054404E-4,2.1943056422457532E-4,-3.56E-05,45,1.5,10.223139762878418,92.90000153,14.797677993774414,85.75609588623047,156.09999084472656,-86.9094405,40.4251261,Garage
109,-0.881074577,-0.018365676,0.003551192,0.47260724225090545,-0.011109134,-0.035727305,2.156712566764609,-0.021516056,0.011907073804765071,8.465868287529905E-4,-141.2753876,-25.51617735,-31.41170534,0.003050443,-0.002191551,1.3633079609824615E-4,9.897700924139757,0.35265374255294984,0.11013598933529395,9.897700924139757,0.35265374255294984,0.11013598933529395,-92.1953978,-67.39645927,-4.531933913,-30.77777778,1.6309025932501242E-5,1.4826390006154487E-4,8.302778276858978E-5,45,1.5,10.223139762878418,92.90000153,14.797677993774414,85.75609588623047,156.09999084472656,-86.9094405,40.4251261,Garage
110,-0.881100622,-0.018366243,0.003533543,0.47255874866420783,-0.011138833,-0.035712241,2.156822234681509,-0.021800723,0.012061268244915217,4.670312616847528E-4,-141.1765668,-25.42919151,-31.51686941,0.017212155,0.004499148,0.001750873,9.921325137314287,0.35737851797377024,0.1118238038989236,9.921325137314287,0.35737851797377024,0.1118238038989236,-92.09645638,-67.30861832,-4.637097907,-32.75,-2.68E-04,3.0245835377464014E-4,-2.97E-04,45,1.5,10.223139762878418,92.90000153,14.797677993774414,85.75609588623047,156.09999084472656,-86.9094405,40.4251261,Garage
111,-0.880874535,-0.018431075,0.003648195,0.47297667357528095,-0.011015126,-0.035929684,2.155872759309787,-0.021326278,0.011966379,6.449479328296644E-4,-141.1547292,-25.48201756,-31.60068336,0.011392797081215867,-8.32E-05,8.00172102104113E-5,9.952861609968167,0.3579331636428833,0.10952390712297079,9.952861609968167,0.3579331636428833,0.10952390712297079,-92.07449615,-67.36242096,-4.721033926,-34.55555556,2.0608681681321807E-4,2.0756945466098275E-4,-1.19E-04,45,1.5,4.1344099044799805,74.5,6.4014668464660645,257.3515625,155.6999969482422,-86.9103537,40.4250144,Garage
112,-0.880983319,-0.018416287,0.003584043,0.47277514622049427,-0.011105951,-0.035845457,2.156329698932981,-0.021693973,0.011907073804765071,8.110035034529504E-4,-141.2258556,-25.51422544,-31.66680748,-0.023087687,-3.40E-04,0.001779438,9.899682285716233,0.35497698144426626,0.11161472232451716,9.899682285716233,0.35497698144426626,0.11161472232451716,-92.14562218,-67.39401878,-4.786425924,-33.11111111,-1.62E-04,1.4826390006154487E-4,4.7444447296337016E-5,45,1.5,4.1344099044799805,74.5,6.4014668464660645,257.3515625,155.6999969482422,-86.9103537,40.4250144,Garage
113,-0.881105028,-0.018368125,0.00352959,0.47255054402809876,-0.011147233,-0.03571191,2.1568407072470737,-0.021638089,0.011923268750811426,7.165708084357902E-4,-141.166075,-25.50653957,-31.63069551,-0.002433777,-0.001994541,-4.67E-04,9.897536249994074,0.3516781382190371,0.11028182674741861,9.897536249994074,0.3516781382190371,0.11028182674741861,-92.08608612,-67.38657692,-4.751167912,-31.625,-1.06E-04,1.6445887964577056E-4,-4.70E-05,45,1.5,4.1344099044799805,74.5,6.4014668464660645,257.3515625,155.6999969482422,-86.9103537,40.4250144,Garage
114,-0.881177072,-0.018301545,0.003518257,0.47241881084673615,-0.011098886,-0.035585506,2.157142609068491,-0.021539778,0.011954518261103376,8.228646152770346E-4,-141.1985266,-25.52752356,-31.70230932,-0.007329552,-7.71E-04,6.346770932952177E-4,9.883638187519555,0.3514138824731401,0.11037765660332245,9.883638187519555,0.3514138824731401,0.11037765660332245,-92.11841599,-67.40719482,-4.821561942,-31.88888889,-7.41E-06,1.957083450973902E-4,5.930555912042127E-5,45,1.5,4.1344099044799805,74.5,6.4014668464660645,257.3515625,155.6999969482422,-86.9103537,40.4250144,Garage
115,-0.881048404,-0.018382979,0.003559075,0.4726552864880238,-0.011113572,-0.035764653,2.1566028432938658,-0.021421167,0.011907073800244089,7.754201657202059E-4,-141.1574136,-25.51276146,-31.66631941,0.025262647,0.003460382,0.001422272,9.934845739197963,0.3580986867541248,0.11151308497612916,9.934845739197963,0.3580986867541248,0.11151308497612916,-92.07730232,-67.39340904,-4.786059928,-33.875,1.1119792052517528E-4,1.4826390684301993E-4,1.1861111824084254E-5,45,1.5,4.1344099044799805,74.5,6.4014668464660645,257.3515625,155.6999969482422,-86.9103537,40.4250144,Garage
116,-0.880876835,-0.018495364,0.003611275,0.47297020878606627,-0.011140825,-0.036008111,2.155883645548404,-0.021350001,0.011918934939194072,7.635590567217362E-4,-141.2357381,-25.59389141,-31.61947132,0.00218572,-5.90E-04,6.325832993081472E-4,9.941684482167068,0.35753823194688966,0.11133013889916892,9.941684482167068,0.35753823194688966,0.11133013889916892,-92.15574875,-67.47453835,-4.74079793,-34.33333333,1.823645920348037E-4,1.601250141461208E-4,0,45,1.5,12.383040428161621,57.03499984741211,14.029282569885254,82.15230560302734,159.79998779296875,-86.9092658,40.4251344,Garage
117,-0.881049012,-0.018439391,0.003527607,0.47265214682782736,-0.011222353,-0.035834365,2.1566066163257487,-0.021610945,0.011847768241123668,6.805312666065484E-4,-141.2509868,-25.63622555,-31.69523344,-0.010443928,-0.001310725,-1.30E-05,9.914088322566105,0.3552306262919536,0.11182707078898182,9.914088322566105,0.3552306262919536,0.11182707078898182,-92.17075394,-67.51516518,-4.814729939,-22.5,-7.86E-05,8.89583409411236E-5,-8.30E-05,45,1.5,12.383040428161621,57.03499984741211,14.029282569885254,82.15230560302734,159.79998779296875,-86.9092658,40.4251344,Garage
118,-0.881266884,-0.018324205,0.003446038,0.47225095288267416,-0.011240866,-0.03555932,2.1575210626842907,-0.021610945,0.012061268240394234,5.856423787953495E-4,-141.3195522,-25.71491543,-31.5801874,-0.016016655,-3.48E-04,0.001610225,9.888650292331732,0.3518030069117407,0.1119370561599442,9.888650292331732,0.3518030069117407,0.1119370561599442,-92.24004982,-67.59458672,-4.699073925,-23,-7.86E-05,3.024583515141485E-4,-1.78E-04,45,1.5,12.383040428161621,57.03499984741211,14.029282569885254,82.15230560302734,159.79998779296875,-86.9092658,40.4251344,Garage
119,-0.881278675,-0.018306402,0.003447964,0.4722295660995743,-0.011219782,-0.03553005,2.157570440792343,-0.021599084,0.011966379391011393,5.975034844030817E-4,-141.3777452,-25.70552141,-31.48490541,0.001440345,1.6270216228892503E-4,0.001524935,9.888746159747967,0.3519452983893237,0.11368521084574965,9.888746159747967,0.3519452983893237,0.11368521084574965,-92.29787819,-67.5860466,-4.604523902,-29,-6.67E-05,2.0756945692147446E-4,-1.66E-04,45,1.5,12.383040428161621,57.03499984741211,14.029282569885254,82.15230560302734,159.79998779296875,-86.9092658,40.4251344,Garage
120,-0.881008471,-0.018570868,0.003481759,0.4727221406200557,-0.011430989,-0.036021704,2.1564399825716483,-0.021634667,0.012108713,-9.44E-04,-141.448139,-25.65903946,-31.46038328,0.023402093683631674,0.013858097126183001,0.007252453,9.940278932886216,0.36933101323044415,0.1195685349368644,9.940278932886216,0.36933101323044415,0.1195685349368644,-92.36814987,-67.53956482,-4.580001888,-30.55555556,-1.02E-04,3.499027988104855E-4,-0.001708,45,1.5,12.383040428161621,57.03499984741211,14.029282569885254,82.15230560302734,159.79998779296875,-86.9092658,40.4251344,Garage
121,-0.882224881,-0.017564436,0.003222803,0.47048878870331323,-0.010848204,-0.034030575,2.1615482454116526,-0.02167333,0.011852786455375072,5.756060748423736E-4,-141.4937663,-25.60523735,-31.49832544,0.00359626,-0.009720653,-0.007203242,9.936053803823526,0.3294835468229738,0.10067278626363597,9.936053803823526,0.3294835468229738,0.10067278626363597,-92.41389999,-67.4844207,-4.618797913,-31.55555556,-1.41E-04,9.397651033046153E-5,-1.88E-04,45,1.5,3.2435083389282227,71.02300262451172,12.45337200164795,265.7127990722656,155.6999969482422,-86.91042,40.4250582,Garage
122,-0.882169641,-0.017715881,0.003177315,0.47058753567991907,-0.011074681,-0.034253957,2.1613170012687015,-0.021421167,0.012179879399323926,6.686701604336935E-4,-141.5121895,-25.70466745,-31.68132526,-0.011261357,0.002432651,0.002938469,9.922144010229019,0.34288219268460873,0.11291567406174048,9.922144010229019,0.34288219268460873,0.11291567406174048,-92.43256653,-67.58372849,-4.801309948,-31.375,1.1119792052517528E-4,4.210694742759744E-4,-9.49E-05,45,1.5,3.2435083389282227,71.02300262451172,12.45337200164795,265.7127990722656,155.6999969482422,-86.91042,40.4250582,Garage
123,-0.882483912,-0.017564187,0.003049891,0.47000438669352856,-0.011134279,-0.033873631,2.1626431803101474,-0.021599084,0.012049407137612116,4.5517014477456226E-4,-141.3416336,-25.75712746,-31.53041134,-0.017957474,-0.003065522,0.001199657,9.880606429090777,0.33241649738793233,0.11137950606644154,9.880606429090777,0.33241649738793233,0.11137950606644154,-92.26127838,-67.63692047,-4.65027389,-30.66666667,-6.67E-05,2.905972396900642E-4,-3.08E-04,45,1.5,3.2435083389282227,71.02300262451172,12.45337200164795,265.7127990722656,155.6999969482422,-86.91042,40.4250582,Garage
124,-0.882491827,-0.017541527,0.003057056,0.46999050112603935,-0.011099654,-0.033840552,2.162675894579841,-0.021516056,0.012156157157591824,6.923923812562473E-4,-141.3728647,-25.52959749,-31.53297344,0.006016222,0.002189925,0.001200329,9.899812957615529,0.33719343004874813,0.11097876586526342,9.899812957615529,0.33719343004874813,0.11097876586526342,-92.29275383,-67.40975647,-4.653445911,-31.875,1.6309027062747086E-5,3.973472461068225E-4,-7.12E-05,45,1.5,3.2435083389282227,71.02300262451172,12.45337200164795,265.7127990722656,155.6999969482422,-86.91042,40.4250582,Garage
125,-0.882337898,-0.017643796,0.003104169,0.4702751685693426,-0.011123798,-0.034061804,2.162026940040218,-0.021563501,0.012144296,6.686701570429559E-4,-141.4707089,-25.54265148,-31.45355139,0.011795673555540807,8.176608571728456E-4,0.002795459,9.921269682737497,0.3388777550023336,0.11279340281795996,9.921269682737497,0.3388777550023336,0.11279340281795996,-92.39071999,-67.42244484,-4.572681923,-30.55555556,-3.11E-05,3.8548613428273824E-4,-9.49E-05,45,1.5,3.2435083389282227,71.02300262451172,12.45337200164795,265.7127990722656,155.6999969482422,-86.91042,40.4250582,Garage
126,-0.882105286,-0.017779708,0.003185449,0.4707057910058105,-0.011125059,-0.034372734,2.1610461739660467,-0.021563501,0.011930795983203407,7.635590544612446E-4,-141.4812018,-25.60731152,-31.4820994,0.016380402648333205,0.00313872,5.345158278942108E-4,9.953198479217233,0.3453272850189394,0.11174249489909237,9.953198479217233,0.3453272850189394,0.11174249489909237,-92.40060219,-67.48747101,-4.602327881,-30.125,-3.11E-05,1.7198612370971337E-4,0,45,1.5,13.588141441345215,70.08999633789062,9.657134056091309,101.64506530761719,158.09999084472656,-86.9094253,40.4249549,Garage
127,-0.882182659,-0.017795245,0.003125247,0.4705605281209483,-0.0112403,-0.034345347,2.1613735712847664,-0.021421167,0.011812185,7.754201679806976E-4,-141.4888867,-25.5705895,-31.46221344,-0.022517825,-0.002453273,4.2673533113257397E-4,9.911434386540385,0.3381720476069497,0.11121688591479098,9.911434386540385,0.3381720476069497,0.11121688591479098,-92.40865395,-67.45038277,-4.580855899,-32.33333333,1.1119792278566696E-4,-1.84E-04,1.3047220350414948E-4,45,1.5,13.588141441345215,70.08999633789062,9.657134056091309,101.64506530761719,158.09999084472656,-86.9094253,40.4249549,Garage
128,-0.882480793,-0.017753451,0.002948738,0.4700039720651015,-0.011490931,-0.034112614,2.162633546347757,-0.021539778,0.011717296015579724,7.991423888032515E-4,-141.4793707,-25.55131344,-31.51211138,-0.006448116,-0.00307922,-0.00257683,9.893020722472553,0.3356979168155818,0.11206773295998573,9.893020722472553,0.3356979168155818,0.11206773295998573,-92.39925995,-67.43135078,-4.632583895,-31,-7.41E-06,-3.47E-04,1.8829511856045393E-4,45,1.5,13.588141441345215,70.08999633789062,9.657134056091309,101.64506530761719,158.09999084472656,-86.9094253,40.4249549,Garage
129,-0.882497073,-0.017658023,0.002989943,0.46997672176131833,-0.011327298,-0.03398326,2.162700499479587,-0.021497124,0.011970257,6.46088425128255E-4,-141.5001112,-25.57241951,-31.4792935,-0.005644496,6.083207061657539E-4,-0.001324471,9.891220305729838,0.33616254211050794,0.1101424392602108,9.891220305729838,0.33616254211050794,0.1101424392602108,-92.42036591,-67.45209053,-4.598667889,-32.25,3.524118465765451E-5,-9.40E-05,3.524115219568977E-5,45,1.5,13.588141441345215,70.08999633789062,9.657134056091309,101.64506530761719,158.09999084472656,-86.9094253,40.4249549,Garage
130,-0.882360138,-0.017701906,0.003057581,0.4702316534171984,-0.011259052,-0.034121075,2.162122027387897,-0.021504195,0.011907073768597204,7.042534874291024E-4,-141.463756,-25.57851946,-31.48551537,0.021204142894559692,0.002469291,5.040255926766442E-4,9.923450794,0.3405096980842572,0.11196319151271894,9.923450794,0.3405096980842572,0.11196319151271894,-92.38352234,-67.45831306,-4.606353893,-31.33333333,2.8170137191462576E-5,-1.57E-04,9.340621379556732E-5,45,1.5,13.588141441345215,70.08999633789062,9.657134056091309,101.64506530761719,158.09999084472656,-86.9094253,40.4249549,Garage
131,-0.882113777,-0.017856028,0.003138034,0.4706873222462182,-0.011279963,-0.034462988,2.161083589479761,-0.021219528,0.011669851554720436,8.110035017575816E-4,-141.48474,-25.59279345,-31.47014341,0.011544644253925212,7.282611235831548E-4,-0.002050609,9.952992235572593,0.34350653368871187,0.11004080287027128,9.952992235572593,0.34350653368871187,0.11004080287027128,-92.40475021,-67.47234261,-4.590737882,-31.875,3.128368220997305E-4,-3.94E-04,2.0015623207990694E-4,45,1.5,4.951041221618652,58.492000579833984,6.787822246551514,228.39906311035156,155.1999969482422,-86.9100134,40.4247086,Garage
