seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,magnetometer_z,magnetometer_y,magnetometer_x,microphone_dBFS,class
93,-0.168762168,0.004253002,-0.015885039,0.9855196140344861,0.003022872,0.032751383,0.3391441853301039,9.896252956,-0.32401258,-0.030157115,9.896252956,-0.32401258,-0.030157115,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,-0.005978288,5.346759430413107E-4,-1.56E-04,-0.021610945,0.012915268278165349,5.975035053126297E-4,-111.6256052,31.883723239898682,-59.03884888,-7.86E-05,8.747569687700677E-5,-1.66E-04,-70.64568497,34.10400131225586,-10.79846375,-131.8888889,Classroom
94,-0.168642575,0.004232334,-0.01593271,0.9855394039339233,0.002970004,0.032838034,0.33890245290635856,9.901015327972116,-0.325359994,-0.028484463,9.901015327972116,-0.325359994,-0.028484463,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,0.001446909,-4.18E-05,9.863132122650887E-4,-0.021634667,0.012986434949109855,6.686701756920123E-4,-111.6246299,31.86151927947998,-59.05690491,-1.02E-04,1.5864236499589767E-4,-9.49E-05,-70.64483101,34.08130931854248,-10.81725178,-130.75,Classroom
95,-0.168606553,0.004249172,-0.015917636,0.985545737,0.003009496,0.032813884,0.33882868492487567,9.904778777,-0.325011526,-0.029018782,9.904778777,-0.325011526,-0.029018782,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,0.001795667,1.7974851200881515E-4,8.529366617931903E-4,-0.021575362,0.012998296065454922,7.635590685893175E-4,-111.5456958,31.84529329299927,-59.02701488,-4.30E-05,1.7050348021071946E-4,0,-70.56577492,34.06532722473145,-10.78675176,-130.7777778,Classroom
96,-0.16842158,0.004214546,-0.015866261,0.9855783396554225,0.002964672,0.032700356,0.338453891,9.919060927170973,-0.322271798,-0.028966959,9.919060927170973,-0.322271798,-0.028966959,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,0.009789365,0.002067784,5.435345206156517E-4,-0.021599084,0.012986434967193788,7.161146224232264E-4,-111.6398793,31.837607307434084,-58.98480289,-6.67E-05,1.586423683866352E-4,-4.74E-05,-70.65971458,34.05739730834961,-10.74478378,-135.375,Classroom
97,-0.168209636,0.004176503,-0.015679494,0.9856176810357177,0.002959525,0.032318661,0.33802339752900945,9.957054943714327,-0.318483534,-0.028089531,9.957054943714327,-0.318483534,-0.028089531,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,0.017780479875583094,0.002775291,0.00139382,-0.021693973,0.013057601647180261,5.856423929234226E-4,-111.5702178,31.894337310791016,-59.04799881,-1.62E-04,2.2980903141941984E-4,-1.78E-04,-70.59041901,34.11449325561524,-10.80797977,-131.7777778,Classroom
98,-0.167989311,0.004141502,-0.015569088,0.9856571584071928,0.002934832,0.032088532682182716,0.33757642345521055,9.962293652654852,-0.317577513,-0.028740007,9.962293652654852,-0.317577513,-0.028740007,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,0.00424049,0.002205414,5.52954188394315E-4,-0.021670251,0.013033879450657994,4.907535000261172E-4,-111.5843693,31.85676134109497,-58.93026863,-1.38E-04,2.0608681342248054E-4,-2.73E-04,-70.60432686,34.07716117858887,-10.69024976,-141.625,Classroom
99,-0.167935816,0.004166446,-0.015479418,0.9856675793823687,0.003015902,0.031919937,0.33746639299161224,9.956285485943544,-0.316671493,-0.029390483,9.956285485943544,-0.316671493,-0.029390483,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,-0.002223459,0.00152585,7.350380053219286E-4,-0.021516056,0.013022018334312924,5.975035053126297E-4,-111.561678,31.884455394744872,-59.05873505,1.630902875811585E-5,1.9422570498913382E-4,-1.66E-04,-70.58163506,34.10461132049561,-10.81834976,-142.3333333,Classroom
100,-0.16792799,0.004189923,-0.015534259,0.9856679531244131,0.003044031,0.032035936028338395,0.33745021287065285,9.946722855,-0.320644042,-0.030296503,9.946722855,-0.320644042,-0.030296503,0,1.5,1,16.173999786376953,0.022543967,0,149.39999389648438,-86.9109929,40.4279946,-0.004700065,-0.001631113,-1.04E-05,-0.021602848,0.013086228013540117,7.283178744658541E-4,-111.5271523,31.849441242218017,-59.02359879,-7.05E-05,2.584353720661826E-4,-3.52E-05,-70.54735275,34.06984146118164,-10.78321373,-132,Classroom
101,-0.167913579,0.004207882,-0.015615859,0.9856690260970477,0.003052517,0.032202849,0.33742104716671323,9.934813767960929,-0.321120283,-0.028414769,9.934813767960929,-0.321120283,-0.028414769,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,-0.007590488,-7.29E-04,0.002003629,-0.021610945,0.012938991,8.465868315786051E-4,-111.6186515,31.847367362976073,-59.00981281,-7.86E-05,1.1119789905050426E-4,8.302778276858978E-5,-70.63873077,34.06740123748779,-10.77028176,-133.4444444,Classroom
102,-0.167944752,0.004236733,-0.015774408,0.9856610431254489,0.003055119,0.03252529,0.3374846681807805,9.899522577674643,-0.325606825,-0.0280663,9.899522577674643,-0.325606825,-0.0280663,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,-0.01769689,-0.002847916,0.002301422,-0.021504195,0.013093184996215463,6.212257103117418E-4,-111.5833939,31.86444736480713,-58.96760078,2.817012419363538E-5,2.653923911919582E-4,-1.42E-04,-70.6034726,34.084725341796876,-10.72684978,-133.7777778,Classroom
103,-0.167880509,0.00421706,-0.015961355,0.985669043,0.002955644,0.032887170471034004,0.33735637468041724,9.893014889318966,-0.322363158,-0.02929175,9.893014889318966,-0.322363158,-0.02929175,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,-0.004112234,0.003338572,2.3624362442099932E-5,-0.02165839,0.013069462746006517,5.026145994174973E-4,-111.5297137,31.88457731246948,-58.96406284,-1.26E-04,2.4167017602063354E-4,-2.61E-04,-70.54991455,34.10436752319336,-10.72404377,-113.875,Classroom
104,-0.167793012,0.004211218,-0.016021643,0.9856830181427372,0.002926801,0.033003778422920446,0.33717945565297763,9.895030197587985,-0.326341516,-0.026742116,9.895030197587985,-0.326341516,-0.026742116,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,5.72112000104293E-4,4.315081151943762E-4,0.002286831,-0.021610946,0.012915268287207316,4.077257104760524E-4,-111.6273138,31.83370334625244,-58.94161472,-7.86E-05,8.747567709770451E-5,-3.56E-04,-70.64727051,34.05361530303955,-10.70183984,-133.7777778,Classroom
105,-0.167747222,0.004226307,-0.015981451,0.9856913975141581,0.002971585,0.032929457,0.3370857186687803,9.901042828193077,-0.324538074,-0.029035983,9.901042828193077,-0.324538074,-0.029035983,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,0.00263066,0.00151657,7.422965345452133E-4,-0.021800723,0.013223657203675474,5.026145926360221E-4,-111.5881519,31.854809284210205,-59.054953,-2.68E-04,3.958645969565994E-4,-2.61E-04,-70.60810844,34.07520923614502,-10.81554376,-129.875,Classroom
106,-0.167597246,0.004179932,-0.015976046,0.9857172121122045,0.002886942,0.03290278,0.33678274970610167,9.906581980510822,-0.323356295,-0.027299667,9.906581980510822,-0.323356295,-0.027299667,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,0.003585362,0.002548341,2.457011237885188E-4,-0.02144489,0.013022018316228992,5.975034911845567E-4,-111.6097458,31.87786731719971,-59.02140278,8.747568331405665E-5,1.9422568407958572E-4,-1.66E-04,-70.62970268,34.09777919769287,-10.78101776,-136.5555556,Classroom
107,-0.167422607,0.004127981,-0.015940868,0.985747669,0.002802081,0.032815504746819005,0.33642967783131644,9.909439448014046,-0.324892465,-0.026602729,9.909439448014046,-0.324892465,-0.026602729,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,-0.001086392,2.743839060218589E-4,0.001978718,-0.021610945,0.013069462718315494,5.619201506261976E-4,-111.6086481,31.881161308288576,-59.02054863,-7.86E-05,2.416701590669459E-4,-2.02E-04,-70.62872643,34.10119525909424,-10.78065179,-128.125,Classroom
108,-0.167466311,0.004184344,-0.015923022,0.9857403,0.002917778,0.032799309101498246,0.3365164523564496,9.906294470851861,-0.326422825,-0.028600619,9.906294470851861,-0.326422825,-0.028600619,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,1.830036200365974E-4,-3.15E-04,-2.19E-05,-0.021860029,0.013199935,5.500590433230967E-4,-111.5951054,31.844561367034913,-58.98260681,-3.28E-04,3.721423659618329E-4,-2.14E-04,-70.61506325,34.06471706390381,-10.74307576,-133.4444444,Classroom
109,-0.167546775,0.004250085,-0.015958756,0.9857257501437113,0.003032791,0.032892065,0.33667798082415873,9.906207362424981,-0.323118174,-0.028019837,9.906207362424981,-0.323118174,-0.028019837,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,3.707592303936298E-4,0.002472292,0.002547961,-0.02175556,0.013144963295557179,4.228942640251122E-4,-111.6273139,31.85139329910278,-59.03189472,-2.23E-04,3.1717069550023344E-4,-3.41E-04,-70.64739296,34.071183357238766,-10.7917538,-134.2222222,Classroom
110,-0.167463952,0.004231215,-0.015966855,0.9857397820185689,0.002995616,0.032901444879261034,0.3365105454204152,9.909056117233721,-0.322444466,-0.027462286,9.909056117233721,-0.322444466,-0.027462286,0,1.5,1,17.395999908447266,0.008863296,0,149.39999389648438,-86.9109918,40.4279946,9.579241854473225E-4,0.003771357,0.002288051,-0.021800723,0.013306685045216848,4.4330903068998627E-4,-111.6153581,31.88652931213379,-58.9746767,-2.68E-04,4.788923746390829E-4,-3.20E-04,-70.63531494,34.10644127,-10.73453579,-133.375,Classroom
111,-0.167336708,0.004208526,-0.015946108,0.9857618189552455,0.002962051,0.032852557,0.3362528554444174,9.913464175844656,-0.324157774,-0.028089531,9.913464175844656,-0.324157774,-0.028089531,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,0.002914623,0.001647347,0.00133524,-0.021788862,0.013128768363334601,5.856423799255954E-4,-111.5869315,31.851271362304686,-58.95808495,-2.56E-04,3.009756899312211E-4,-1.78E-04,-70.60701096,34.071183319091794,-10.71843178,-139.2222222,Classroom
112,-0.16719738,0.004205742,-0.015770049,0.985788296,0.003020095,0.032504007,0.335968806,9.948929731128285,-0.319299531,-0.031039904,9.948929731128285,-0.319299531,-0.031039904,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,0.018070433903666375,0.003702924,-9.80E-04,-0.021634668,0.013199934961943372,7.279757189889918E-4,-111.576562,31.863715286254884,-58.97516476,-1.02E-04,3.721423789596601E-4,-3.56E-05,-70.59651863,34.083627471923826,-10.73477977,-142.125,Classroom
113,-0.167029084,0.004165547,-0.015675352,0.9858185076019139,0.002978031,0.032303322,0.335627795,9.954868159247834,-0.319708982,-0.02753198,9.954868159247834,-0.319708982,-0.02753198,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,0.005672825,0.00188328,0.002166399,-0.021741418,0.013057601611012394,3.1283680175530536E-4,-111.5870539,31.864813232421874,-59.02457489,-2.09E-04,2.2980906589191804E-4,-4.51E-04,-70.60725471,34.084481391906735,-10.78479979,-138.7777778,Classroom
114,-0.166973027,0.004174179,-0.015575062,0.9858295622381191,0.003030371,0.032108227,0.3355129838568493,9.963103807889498,-0.320554831,-0.026666168,9.963103807889498,-0.320554831,-0.026666168,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,0.004047366,-0.001056932,0.00415678,-0.021717696,0.013389712796338554,7.87281271327938E-4,-111.5865662,31.85639528274536,-59.01823074,-1.85E-04,5.619201511913206E-4,2.3722223648168508E-5,-70.60652321,34.07594131469727,-10.77735778,-122.125,Classroom
115,-0.166930688,0.004173142,-0.015559156,0.985837,0.00303503,0.032076366,0.3354269766691819,9.957353906724059,-0.316944461,-0.029251096,9.957353906724059,-0.316944461,-0.029251096,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,-0.002556264,0.003163289,9.982928055004008E-4,-0.021812584,0.013579490558398001,5.500590291950237E-4,-111.5791238,31.89433729171753,-59.0601989,-2.80E-04,7.516979528093729E-4,-2.14E-04,-70.59908051,34.11437129974365,-10.81993577,-133.8888889,Classroom
116,-0.166932613,0.004199932,-0.01551921,0.9858371702212732,0.003101158,0.032006555462925176,0.33542976709245476,9.952963245725169,-0.316944458,-0.026068409,9.952963245725169,-0.316944458,-0.026068409,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,-0.002264514,0.001937795,0.004528469,-0.021729557,0.013164351617429152,4.4330903068998627E-4,-111.6171881,31.874329261779785,-59.02457493,-1.97E-04,3.365590344454406E-4,-3.20E-04,-70.63726662,34.09460758209229,-10.78431176,-129.875,Classroom
117,-0.166895331,0.004201939,-0.015556665,0.985842891,0.003093831,0.032080982,0.33535433278500454,9.951281853092526,-0.318300585,-0.028272477,9.951281853092526,-0.318300585,-0.028272477,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,-4.11E-04,7.548884859362852E-4,0.003280188,-0.021753279,0.013686240555772793,5.144756948530167E-4,-111.6141377,31.859933338165284,-58.94942295,-2.21E-04,8.584479840915397E-4,-2.49E-04,-70.63409531,34.07996734619141,-10.70915977,-136.1111111,Classroom
118,-0.166856851,0.004212497,-0.015587663,0.9858488291501999,0.003105555,0.032145565877167076,0.3352761761500285,9.942044535886895,-0.318370279,-0.030075806,9.942044535886895,-0.318370279,-0.030075806,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,-0.006323952,0.002028141,3.959743592601556E-5,-0.021579354,0.013062734,5.873531307980346E-4,-111.5143417,31.89128730773926,-58.9574749,-4.70E-05,2.34941289258691E-4,-1.76E-04,-70.53454323,34.11132141113281,-10.7175778,-132.6666667,Classroom
119,-0.166894323,0.004260975,-0.015619011,0.9858418095459058,0.003189501,0.032223663,0.33535094689396977,9.941362103212226,-0.321099955,-0.028414769,9.941362103212226,-0.321099955,-0.028414769,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,0.00181225,-6.14E-04,0.003356368,-0.021753279,0.013508323923621363,6.21225715962971E-4,-111.5830276,31.88360126495361,-58.94442108,-2.21E-04,6.805313163373655E-4,-1.42E-04,-70.60322891,34.10375732421875,-10.70476775,-130.125,Classroom
120,-0.166862289,0.004277255,-0.015564291,0.9858480477796018,0.003240919,0.032121035,0.33528501171510194,9.942456856514644,-0.316796361,-0.030157115,9.942456856514644,-0.316796361,-0.030157115,0,1.5,1,316.5150146484375,0.012546565383672714,0,149.39999389648438,-86.9109907,40.4279939,6.745625468133722E-4,0.002759328,0.002131328,-0.021693973,0.013389713,2.772534691086672E-4,-111.5160503,31.86847330093384,-59.00761673,-1.62E-04,5.619201805777124E-4,-4.86E-04,-70.53588554,34.08838527679443,-10.76723176,-135.8888889,Classroom
121,-0.166775956,0.004255664,-0.015583958,0.9858624055547621,0.003194579,0.032152389,0.33511064932184315,9.946708160696678,-0.318968484,-0.030247137,9.946708160696678,-0.318968484,-0.030247137,0,1.5,1.1729227304458618,15.838000297546387,0.036578022,0,149.39999389648438,-86.9109973,40.4279958,7.596802942961165E-4,0.001020505,0.001591042,-0.021646529,0.013164351576740303,6.449479475228604E-4,-111.6120641,31.837851371765137,-58.95893883,-1.14E-04,3.3655909943457657E-4,-1.19E-04,-70.63214317,34.05812927246094,-10.71928575,-131.5,Classroom
