seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,microphone_dBFS,magnetometer_z,magnetometer_y,magnetometer_x,gyroscope_z,gyroscope_y,gyroscope_x,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,class
127,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,-0.939987427,0.016169391011873497,-0.006097677,0.340771181,-4.44E-04,0.034560744,2.4460179458544093,9.946153714818863,-0.345408594,0.006827095,-106.2222222,-57.50909065,-20.79233755,-18.9842975,-8.75E-05,1.6605556553717955E-4,9.044098952622379E-5,-0.003250641,-0.001211135,0.001547572,9.946153714818863,-0.345408594,0.006827095,-0.021314417,0.014979101753639944,3.958645952612306E-4,-100.7687042,37.40763946533203,-51.62417713,Classroom
128,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,-0.93999687,0.016198513,-0.006072947,0.34074404205267245,-3.78E-04,0.034598619,2.446074332182224,9.941089176,-0.345309861,0.00509346,-83.55555556,-57.56362473,-20.7540296,-18.96916967,3.524118465765451E-5,5.756060709245503E-4,0.002231942,-0.003223768,-9.13E-04,0.001708711,9.941089176,-0.345309861,0.00509346,-0.021191701,0.015388652306193342,0.002537366,-100.8237261,37.447167510986326,-51.609781,Classroom
129,45,1.5,1,1600,0,0,149.39999389648438,-86.9080931,40.4347685,-0.939530799,0.014848076575661747,-0.005052422,0.34210481516365865,6.655660046499621E-4,0.031362456405191745,2.443180695320796,9.943923358,-0.310785265,-0.010549909,-91.25,-57.55837864,-20.87371161,-18.95879965,1.1416322391172781E-4,2.846666837780221E-4,0.001240969,8.402333676236347E-4,0.001269339,-0.003853913,9.943923358,-0.310785265,-0.010549909,-0.021112779,0.015097712871880786,0.001546392,-100.8184802,37.32602123260498,-51.59892288,Classroom
130,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.939493906,0.014721318220412269,-0.005032562,0.34221212985446153,6.197953858928195E-4,0.031110596,2.442954512475764,9.947567893,-0.310306121,-0.004416849,-126.2222222,-57.47932266,-20.94508162,-19.02882759,1.7346878020653447E-4,-2.37E-05,1.7346878133678032E-4,0.002250523,-6.80E-04,0.001828612,9.947567893,-0.310306121,-0.004416849,-0.021053473,0.014789323946370662,4.7889236898785364E-4,-100.7395459,37.255261192321775,-51.66724308,Classroom
131,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.939514141,0.014779417,-0.005033069,0.34215404628549967,6.566951237844972E-4,0.031220183843403186,2.4430769184260694,9.925930736134353,-0.312211085,-0.006321814,-118.5,-57.53446671,-20.95508562,-19.00442768,9.044098613548627E-5,-2.37E-05,7.413207322756931E-6,-0.013292989,-0.001683273,2.8570787981152534E-4,9.925930736134353,-0.312211085,-0.006321814,-0.021136501,0.014789323964454596,3.1283681192751793E-4,-100.7948116,37.24501327514648,-51.64528316,Classroom
132,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.93960503,0.014971614679665242,-0.005088867,0.3418951951763005,6.747203234818231E-4,0.031619794,2.4436252256041593,9.896763884905473,-0.314952378,-0.007622766,-120.7777778,-57.5181189,-20.97094559,-18.93647373,4.299653375304295E-5,-1.19E-04,-1.35E-04,-0.013290785,-0.001372007,-8.57E-04,9.896763884905473,-0.314952378,-0.007622766,-0.021183945,0.014694435033694055,1.705034728641215E-4,-100.7779758,37.22805534362793,-51.57671913,Classroom
133,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.93964108,0.015044904,-0.005085604,0.34179292633695507,7.275566402189795E-4,0.031755387,2.4438412328368253,9.896694339,-0.314587156,-0.007638626,-119,-57.59314877,-20.94056763,-18.91134169,7.413216364723675E-6,7.116667094450552E-5,7.857988504873751E-5,-0.001289349,-1.43E-05,-4.11E-04,9.896694339,-0.314587156,-0.007638626,-0.021219529,0.014884212840963336,3.840034760905484E-4,-100.8528841,37.26026329040528,-51.55146488,Classroom
134,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.9396285,0.015046310195138732,-0.005039523,0.34182813329604067,8.163486106673852E-4,0.031726496,2.4437650476844563,9.903059561275741,-0.3135585,-0.006670284,-117.6666667,-57.51397079,-20.96765148,-18.92964165,-1.94E-04,1.1861111824084254E-4,-7.56E-05,0.002812691,5.108242474713372E-4,0.001608152,9.903059561275741,-0.3135585,-0.006670284,-0.021421167,0.014931657306343606,2.298090252030677E-4,-100.7740717,37.23232528686523,-51.57086311,Classroom
135,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.939667991,0.015089678162148276,-0.005054357,0.34171745152149385,8.143879262983655E-4,0.031818264,2.444000091367555,9.908681499147878,-0.315672548,-0.009574195,-120.625,-57.5460569,-20.99290552,-18.90536369,1.4974654525590754E-4,4.7444447296337016E-5,-9.93E-05,0.002868032,6.937344097396702E-5,-0.001567594,9.908681499147878,-0.315672548,-0.009574195,-0.021077195,0.014860491,2.0608680833637425E-4,-100.8065234,37.207559204101564,-51.54548676,Classroom
136,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.939619983,0.014965295240066005,-0.004987001,0.34185586826315206,8.605896999372296E-4,0.031538272764786934,2.4437064638415587,9.940313829959017,-0.309051631,-0.007065215,-111.1111111,-57.51031071,-20.92373159,-18.87657171,-1.47E-04,5.930555912042127E-5,-3.72E-04,0.018300954577992263,0.003432031,0.001785922,9.940313829959017,-0.309051631,-0.007065215,-0.021373723,0.014872351715576302,-6.67E-05,-100.7699238,37.27526931762695,-51.51620701,Classroom
137,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.939544031,0.01482394,-0.004889498,0.34207211950650585,9.543701738808663E-4,0.031205661,2.4432467199288883,9.964178196434835,-0.308563776,-0.009272188,-137.3333333,-57.52434074,-20.98168161,-18.98637163,1.3992226181121973E-11,1.2921768939122558E-4,-4.70E-05,0.011724848,0.002714058,1.667574979364872E-4,9.964178196434835,-0.308563776,-0.009272188,-0.021226942,0.014942263879884895,2.5843536814835924E-4,-100.7839536,37.21902721405029,-51.62515285,Classroom
138,45,1.5,1,13.291000366210938,0,0,149.39999389648438,-86.9110085,40.4279897,-0.93949969,0.014647037,-0.004842544,0.3422021819549857,9.257934424682584E-4,0.030840915275140872,2.442972511921114,9.962142592494928,-0.306937583,-0.007762154,-125.625,-57.52263317,-20.9576474,-18.82447765,5.485765009811058E-5,5.930555912042127E-5,1.3788543738768371E-4,-4.83E-04,5.365346820609084E-4,0.001540728,9.962142592494928,-0.306937583,-0.007762154,-0.021172084,0.014872351769828101,4.4330904199244475E-4,-100.7823676,37.243305358886715,-51.46496689,Classroom
