seconds_elapsed,microphone_dBFS,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,class
23,-109,9.888795473043201,-0.239418748,0.16909473628095054,9.888795473043201,-0.239418748,0.16909473628095054,-0.614098564,8.768230971645165E-4,-0.014493549,0.7890957588130988,-0.016422592,0.0239528,1.3228473443429447,-9.31E-04,0.001094188,4.551701651189874E-4,-114.4957773,54.320987129211424,-32.56033527,-48.85514301,6.140991854667663,-20.37936762,-0.001248591,-0.002572797,0.006532709,-0.021089056,0.013769268,4.551701651189874E-4,0,1.5,1.5620851516723633,28.44700050354004,0,0,167.59999084472656,-86.9131295,40.4274956,Garage
24,-111.8888889,9.892861060725833,-0.239987914,0.16914120027162496,9.892861060725833,-0.239987914,0.16914120027162496,-0.614061328,8.348490595275048E-4,-0.01450881,0.7891245027190273,-0.016506477,0.023926098279437973,1.3227540486067244,-9.19E-04,0.001023021,5.263368360634929E-4,-114.4836995,54.345387,-32.62743546,-48.84428513,6.16502583,-20.44707756,0.001351736,-0.00335948,0.00572511,-0.021077195,0.013698101721848677,5.263368360634929E-4,0,1.5,1.5620851516723633,28.44700050354004,0,0,167.59999084472656,-86.9131295,40.4274956,Garage
25,-112.8888889,9.896967731989347,-0.23864667,0.17113283563118714,9.896967731989347,-0.23864667,0.17113283563118714,-0.614001944,8.018889268905431E-4,-0.014508723,0.7891707402988545,-0.016556599,0.023886714257227565,1.3226037777743294,-9.79E-04,0.001189076,5.619201698403769E-4,-114.5096857,54.32720905303955,-32.60779331,-48.8703931,6.147579822540283,-20.4263376,0.002258199,-0.002279587,0.007245929,-0.021136501,0.013864157323553724,5.619201698403769E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
26,-119.5,9.912590202775974,-0.240301536,0.17053217252770675,9.912590202775974,-0.240301536,0.17053217252770675,-0.613897413,7.785673064487146E-4,-0.014448798,0.7892531683144061,-0.016516617,0.023765676175651042,1.3223360383394853,-0.001025986,0.001165354,5.263368349332471E-4,-114.5228616,54.33062488555908,-32.53727734,-48.88271503,6.150751834,-20.35582161,0.010141928219100803,-0.004769449,0.007428124,-0.021183945,0.013840435127031456,5.263368349332471E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
27,-109.5555556,9.950448610250232,-0.230314986,0.16998042853422535,9.950448610250232,-0.230314986,0.16998042853422535,-0.613582369,6.806329712136061E-4,-0.014309748,0.7895007035107289,-0.016491029,0.023432504458045497,1.3215315966930203,-9.31E-04,0.001189076,4.1958682738624296E-4,-114.5021214,54.33074665,-32.60571934,-48.86234104,6.150263862609863,-20.42426367,0.017761508,0.001921156,0.005270165,-0.021089056,0.013864157,4.1958682738624296E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
28,-115.5,9.953274115775395,-0.231740807,0.16909473613627907,9.953274115775395,-0.231740807,0.16909473613627907,-0.613285767,6.05038631124223E-4,-0.014146385,0.7897341806911727,-0.016401023,0.023087943,1.320772714985227,-0.001002264,0.00111791,5.026146118502015E-4,-114.5195683,54.310372810363766,-32.56924126,-48.87929905,6.129889850616455,-20.39083569,0.002754128,-0.001953345,0.005826945,-0.021160223,0.013792990652609218,5.026146118502015E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
29,-120.1111111,9.946931987,-0.23255971,0.16946643764532884,9.946931987,-0.23255971,0.16946643764532884,-0.613285408,6.290586959669151E-4,-0.014110929,0.7897350725073081,-0.01631954,0.023061422935615365,1.3207699060440063,-8.81E-04,0.001268683,4.346413160629499E-4,-114.485164,54.33111289978027,-32.6207251,-48.84416294,6.151117863655091,-20.44122156,-0.002194982,-0.00307198,0.007039906,-0.021038989,0.013943763619933564,4.346413160629499E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
30,-123.75,9.944881828,-0.234127821,0.16981490607400543,9.944881828,-0.234127821,0.16981490607400543,-0.613362642,6.466456564613482E-4,-0.014161412,0.7896741698089155,-0.016356008,0.023161135,1.3209678617495935,-0.001073431,0.001212799,5.500590580162927E-4,-114.5349395,54.30817684173584,-32.54471935,-48.89576923,6.127205839157105,-20.36509365,-0.001428178,-0.003783337,0.006992759,-0.02123139,0.013887879574327792,5.500590580162927E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
31,-126.6666667,9.932847837799962,-0.234275921,0.16953032333584664,9.932847837799962,-0.234275921,0.16953032333584664,-0.61347027,7.289866351712387E-4,-0.014153273,0.7895906289804329,-0.01621913,0.023247106489047265,1.3212394945829817,-9.43E-04,0.001343271,5.381979478875772E-4,-114.4710114,54.33623706817627,-32.57326721,-48.82976696,6.156241836547852,-20.39278772,-0.005833598,-0.003244275,0.008198677,-0.021100917,0.014018351754661902,5.381979478875772E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
32,-117.8888889,9.938591910797415,-0.235289386,0.16921089285785712,9.938591910797415,-0.235289386,0.16921089285785712,-0.613487965,7.013974251288885E-4,-0.014209836,0.7895758973741994,-0.016332678,0.023302199,1.3212872986654634,-8.72E-04,0.001141632,5.381979450619626E-4,-114.5161516,54.33684696,-32.54874519,-48.8753949,6.156485843658447,-20.36826565,0.001340542,-0.003774582,0.006767477,-0.021029751,0.013816712858173454,5.381979450619626E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
33,-105.375,9.940360564451952,-0.23435282,0.16871125222398684,9.940360564451952,-0.23435282,0.16871125222398684,-0.613477327,7.12799411312252E-4,-0.014199511,0.7895843375076368,-0.016301677,0.023300104,1.3212597590048336,-7.89E-04,0.001307688,5.263368338030012E-4,-114.5575096,54.32940502166748,-32.54520718,-48.91821701,6.149653840065002,-20.36484968,4.2424618619159586E-4,-0.002967579,0.00663792,-0.020946723,0.013982768414668667,5.263368338030012E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
34,-111.2222222,9.939524076517346,-0.233648678,0.16888565490546736,9.939524076517346,-0.233648678,0.16888565490546736,-0.613478031,7.175611862144206E-4,-0.01418807,0.7895839926108573,-0.016280127,0.023287868362317964,1.3212609476256139,-8.72E-04,0.001307688,4.5517016398874155E-4,-114.4640573,54.32196273803711,-32.60937927,-48.82403286,6.141967835426331,-20.42889963,7.413660438315382E-5,-0.002240171,0.007022416,-0.021029751,0.013982768414668667,4.5517016398874155E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
35,-111.25,9.939373044134344,-0.23468247,0.1700936816271069,9.939373044134344,-0.23468247,0.1700936816271069,-0.613429038,6.776141557724947E-4,-0.014191494,0.7896220302118838,-0.016345978,0.023245263,1.321137290556454,-8.84E-04,0.001070465,6.212257283956753E-4,-114.5372574,54.302687072753905,-32.60815933,-48.89735504,6.122203845977783,-20.42706976,-4.35E-04,-0.003346436,0.007171026,-0.021041612,0.013745546259564681,6.212257283956753E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
36,-107.6666667,9.910400585063453,-0.236299948,0.16707361424432218,9.910400585063453,-0.236299948,0.16707361424432218,-0.613588334,7.6988035670563E-4,-0.014216095,0.7894977180703172,-0.016235188,0.023394062192839325,1.3215413764842505,-9.19E-04,0.001307688,5.500590597116615E-4,-114.5423817,54.34575283050537,-32.55752922,-48.90174709,6.165147819519043,-20.37717161,-0.016360653,-0.004423409,0.00608758,-0.021077195,0.013982768423710634,5.500590597116615E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
37,-125.625,9.887053035995335,-0.24142535,0.16777055283773293,9.887053035995335,-0.24142535,0.16777055283773293,-0.614007373,8.91790425297446E-4,-0.014431752,0.7891678070792785,-0.016320266,0.023875552247493312,1.3226130444269915,-8.11E-04,0.001045489,4.2289425507008744E-4,-114.5143211,54.31452075958252,-32.52300339,-48.87478512,6.134647860527038,-20.34288958,-0.011671552,-0.004847323,0.005873944,-0.020968506,0.013720569460509488,4.2289425507008744E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
38,-126.5555556,9.886960168,-0.240089551,0.16981490607400543,9.886960168,-0.240089551,0.16981490607400543,-0.614135698,9.214878850842563E-4,-0.014511935,0.7890664622621629,-0.016375835,0.024035915804719463,1.3229420740627549,-0.001049708,0.001248382,5.263368343681241E-4,-114.5099299,54.337822914123535,-32.50421516,-48.87002697,6.1579498672485355,-20.32373568,-0.00154061,-0.002438301,0.007741144,-0.021207667,0.013923462860069229,5.263368343681241E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
39,-125.125,9.892190155473727,-0.239712043,0.16993106250624054,9.892190155473727,-0.239712043,0.16993106250624054,-0.614004462,8.674247040033557E-4,-0.01448244,0.7891691946288915,-0.016420916,0.023925679093859727,1.3226083424484845,-0.001014125,0.00122466,4.1958682964673467E-4,-114.5074895,54.32489082336426,-32.56655739,-48.86758705,6.144895858764649,-20.38583351,0.002365473,-0.003125392,0.007389707,-0.021172084,0.013899740681630893,4.1958682964673467E-4,45,1.5,2.1476075649261475,42.66299819946289,0,0,167.89999389648438,-86.9131074,40.4274928,Garage
40,-122.7777778,9.896322592948247,-0.241062361,0.1683048733229776,9.896322592948247,-0.241062361,0.1683048733229776,-0.61410128,9.226515076521025E-4,-0.014496565,0.7890935395527812,-0.016354048,0.024013802897438263,1.3228540432105944,-9.43E-04,0.001295827,5.144757225440399E-4,-114.4638134,54.31757083892822,-32.53691143,-48.822691,6.137941846847534,-20.35704161,0.001864609,-0.003490232,0.006348296,-0.021100917,0.013970907325449498,5.144757225440399E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
41,-125,9.926670808,-0.235833953,0.16839489426750404,9.926670808,-0.235833953,0.16839489426750404,-0.6139048,9.029658666124694E-4,-0.01436045,0.7892488941405583,-0.016211893,0.023778842798280485,1.322349434917413,-0.001132736,0.001414438,4.907534994609943E-4,-114.5088315,54.33660259246826,-32.46529743,-48.86831909,6.156119852,-20.28493959,0.017616438634187274,-2.20E-04,0.007613343,-0.021290695,0.014089518380396574,4.907534994609943E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
42,-119.75,9.952176436637211,-0.233625446,0.16883919337420789,9.952176436637211,-0.233625446,0.16883919337420789,-0.613494494,7.870702380404889E-4,-0.014157518,0.7895716816476248,-0.016133316,0.023324591749646132,1.3213006315879452,-0.001049708,0.001414438,3.7214238235039766E-4,-114.4754034,54.33818893432617,-32.59046928,-48.83611092,6.158071846961975,-20.40913553,0.011562643699275637,-0.001903747,0.008376177,-0.021207667,0.014089518425606408,3.7214238235039766E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
43,-117.2222222,9.947756683942183,-0.232728138,0.16981490679736277,9.947756683942183,-0.232728138,0.16981490679736277,-0.613383651,6.95920797987181E-4,-0.014194218,0.7896572108407622,-0.016319084,0.023272967852145724,1.321022346181777,-9.19E-04,0.001236521,6.330868413500053E-4,-114.5433574,54.33196678161621,-32.51348736,-48.90308918,6.151605844497681,-20.33264162,-1.87E-04,-9.11E-04,0.007239558,-0.021077195,0.013911601770850062,6.330868413500053E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
44,-124.125,9.948851409467679,-0.233727082,0.16825841034500344,9.948851409467679,-0.233727082,0.16825841034500344,-0.613220305,6.565977559307391E-4,-0.014099676,0.789785799,-0.016260329,0.023078775232278026,1.3206042676296048,-8.36E-04,0.001272104,6.212257272654294E-4,-114.5867898,54.29780696868897,-32.53605747,-48.94713104,6.1180558681488035,-20.35655371,4.721428584126593E-4,-0.004534476,0.006494572,-0.020994167,0.013947185,6.212257272654294E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
45,-125.1111111,9.946641579415035,-0.23342217,0.1693038176564337,9.946641579415035,-0.23342217,0.1693038176564337,-0.613221835,6.711797563744207E-4,-0.014084447,0.7897848716148963,-0.016218644,0.023072580233789407,1.320607303426816,-9.16E-04,0.001268683,6.108472555822048E-4,-114.4738174,54.32672061920166,-32.53398331,-48.83354912,6.1463598537445066,-20.35435764,-0.001259043,-0.003862939,0.007717639,-0.02107423,0.013943764,6.108472555822048E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
46,-122.25,9.938664445599306,-0.233901317,0.16990783101725346,9.938664445599306,-0.233901317,0.16990783101725346,-0.613289414,6.779994571454895E-4,-0.014134958,0.7897314851723828,-0.01627186,0.023159334779653734,1.3207808767707603,-9.19E-04,0.001402577,4.5517016624923326E-4,-114.5146874,54.34355686187744,-32.58534531,-48.87527294,6.164171838760376,-20.40486567,-0.004784343,-0.003634186,0.007968499,-0.021077195,0.014077657300219374,4.5517016624923326E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
47,-123.2222222,9.93429109,-0.234743451,0.16914119925892468,9.93429109,-0.234743451,0.16914119925892468,-0.613411876,7.411756940430157E-4,-0.014160727,0.7896358509665554,-0.016207307,0.023275030180088526,1.3210918475123286,-8.72E-04,0.001533049,5.263368343681241E-4,-114.5066354,54.30695686340332,-32.55899323,-48.86575703,6.126961841583252,-20.3788797,-0.002227311,-0.003503938,0.007955408,-0.021029751,0.014208129525763316,5.263368343681241E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
48,-129,9.938403074023793,-0.233825815,0.16921089329187153,9.938403074023793,-0.233825815,0.16921089329187153,-0.613457745,7.761856993135897E-4,-0.014155791,0.7896002750952267,-0.016147303,0.023309260661017548,1.321207533762293,-0.001037847,0.001426299,5.263368332378783E-4,-114.5048054,54.320620689392086,-32.59595943,-48.8641711,6.140625820159912,-20.41596766,0.001632839,-0.002252463,0.008618195,-0.021195806,0.014101379514825575,5.263368332378783E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
49,-123.1111111,9.937956241460947,-0.23420902,0.16804977506399155,9.937956241460947,-0.23420902,0.16804977506399155,-0.613422835,7.45122012958039E-4,-0.014165228,0.7896272563239903,-0.016206921,0.023286756435499607,1.3211197957251837,-8.48E-04,0.001355132,4.433090532949032E-4,-114.5370133,54.30610305786133,-32.58668732,-48.89723289,6.126473846435547,-20.40596365,-6.11E-04,-0.002637765,0.007016417,-0.021006028,0.014030212852923036,4.433090532949032E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
50,-127.4444444,9.938150442919685,-0.233291496,0.16842102903185538,9.938150442919685,-0.233291496,0.16842102903185538,-0.613439743,7.876985066669803E-4,-0.014125249,0.7896147966384888,-0.016091081,0.023275523545961935,1.3211603592900396,-0.001014125,0.001485604,4.670312769430717E-4,-114.5260336,54.364541091918944,-32.53678951,-48.88686291,6.184301843643189,-20.35728556,1.4422703715204034E-4,-0.002328579,0.008042613,-0.021172084,0.014160685060383047,4.670312769430717E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
51,-117.5,9.922236951809484,-0.235449102,0.16951289874257394,9.922236951809484,-0.235449102,0.16951289874257394,-0.613439699,7.521210806851176E-4,-0.014170961,0.7896140368239394,-0.016203412,0.023304044169563692,1.3211627573642917,-8.96E-04,0.00122466,4.788923887671559E-4,-114.5494572,54.31500900268555,-32.55533325,-48.90943306,6.133671836853027,-20.37424358,-0.010459057,-0.003882579,0.008542093,-0.021053473,0.013899741,4.788923887671559E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
52,-130.5555556,9.888958069884662,-0.240896837,0.168839193,9.888958069884662,-0.240896837,0.168839193,-0.613862695,8.572019225221526E-4,-0.014405495,0.7892808752152526,-0.016338226,0.023794618,1.3222453200701372,-8.72E-04,0.001236521,4.3144794260106475E-4,-114.5494581,54.32110882,-32.49103924,-48.90857925,6.1403818035125735,-20.31214561,-0.015739015,-0.005364871,0.006658546,-0.021029751,0.013911601752766128,4.3144794260106475E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
53,-119.75,9.883777378,-0.241660567,0.1686533416069827,9.883777378,-0.241660567,0.1686533416069827,-0.614027305,9.341629422404087E-4,-0.014450432,0.7891519339038775,-0.016276923,0.023956666,1.3226641428012114,-8.69E-04,0.001362659,5.873531313577237E-4,-114.5676357,54.330014839172364,-32.53532551,-48.92773312,6.150141859054566,-20.35557762,-0.003991265,-0.004629583,0.007794731,-0.021027242,0.014037740076533876,5.873531313577237E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
54,-118.4444444,9.889910651642142,-0.239047047,0.16879853664092648,9.889910651642142,-0.239047047,0.16879853664092648,-0.61407706,9.346131486275677E-4,-0.014493306,0.7891124087629966,-0.016330449,0.024023852,1.3227924351553315,-0.001120875,0.001355132,4.907534994609943E-4,-114.482846,54.33343067169189,-32.56606934,-48.8431871,6.153435835838318,-20.38656569,0.001985393,-0.001455936,0.007199909,-0.021278834,0.014030213,4.907534994609943E-4,45,1.5,1.0159238576889038,41.191001892089844,0,0,167.59999084472656,-86.9131211,40.4274874,Garage
55,-109.75,9.894185260661597,-0.240231844,0.1683310080066468,9.894185260661597,-0.240231844,0.1683310080066468,-0.613993086,9.001242064699096E-4,-0.01446426,0.7891783210837725,-0.016346634,0.023937390285354215,1.3225783931398856,-9.67E-04,0.001129771,5.026146107199557E-4,-114.5151758,54.28402076721191,-32.58619926,-48.87563908,6.104757852554322,-20.40681765,0.002393834,-0.003404273,0.006511734,-0.02112464,0.013804851768954286,5.026146107199557E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
56,-115.6666667,9.901944540079358,-0.239860143,0.1681422544914542,9.901944540079358,-0.239860143,0.1681422544914542,-0.614018746,9.219611116721142E-4,-0.014458629,0.789158457,-0.016305994,0.023954794,1.3226429548078371,-9.79E-04,0.00133141,5.856423929234226E-4,-114.5498241,54.35160892486572,-32.56094532,-48.90967701,6.172345833778381,-20.3820517,0.005027438,-0.002830262,0.006621181,-0.021136501,0.014006490647358802,5.856423929234226E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
57,-121,9.943371726916386,-0.234197517,0.16701441988922083,9.943371726916386,-0.234197517,0.16701441988922083,-0.613714778,8.966984607062294E-4,-0.014225516,0.7893991111551674,-0.01605029,0.023562030450811663,1.3218612925520221,-0.001025986,0.001366993,5.500590585814156E-4,-114.5166391,54.33599300384522,-32.64817551,-48.87673691,6.156363859176635,-20.46806162,0.020748462491822474,-3.10E-04,0.007557231,-0.021183945,0.014042073987352037,5.500590585814156E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
58,-111.125,9.953207340055299,-0.232928508,0.16774732192743172,9.953207340055299,-0.232928508,0.16774732192743172,-0.613380938,7.781607095486692E-4,-0.014086105,0.7896611852553285,-0.016056351,0.023203196040200956,1.3210095722698472,-0.001014125,0.001461882,6.093646177018369E-4,-114.4656433,54.28938881,-32.60876923,-48.82537502,6.109637851715088,-20.42889961,0.005701908,-0.002366503,0.008028774,-0.021172084,0.014136962845776846,6.093646177018369E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
59,-113.5555556,9.951020675955467,-0.232158971,0.16939674390172496,9.951020675955467,-0.232158971,0.16939674390172496,-0.61324725,6.801241085394421E-4,-0.014095366,0.7897649332157617,-0.016218653,0.023100272652882975,1.3206721428528572,-3.94E-04,7.650417409095805E-4,2.4167014719936455E-4,-114.468571,54.30585887908936,-32.57534142,-48.82842499,6.126717848777771,-20.39425165,9.822845458984375E-5,-0.002423051,0.007888929,-0.021112778,0.014160685033257146,5.619201698403769E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
60,-116,9.948587176869216,-0.233924549,0.16925735525714541,9.948587176869216,-0.233924549,0.16925735525714541,-0.613401505,5.500747006187595E-4,-0.014397485,0.7896397895025975,-0.016799557,0.023414622,1.3210787090282996,1.4974653847443247E-4,-4.30E-05,-2.15E-04,-114.5038294,54.336480865478514,-32.56899731,-48.86478107,6.156119847297669,-20.38863962,-0.00143241,-8.72E-04,0.001868062,-0.021077195,0.014006490638316835,3.9586460599856616E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
61,-118.1111111,9.944481044139676,-0.233692236,0.169094736,9.944481044139676,-0.233692236,0.169094736,-0.613463279,5.229255335647254E-4,-0.014486364,0.7895901948213577,-0.016953414,0.023520342683276303,1.321239839379604,1.76205940638633E-4,-4.70E-05,-7.05E-05,-114.5030973,54.33538288116455,-32.54166931,-48.86331696,6.155631856918335,-20.36082367,-0.00199571,1.4934545526137718E-4,2.9219486392461334E-4,-0.021050736,0.014002499,5.403648817893834E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
62,-120.5,9.931950448786171,-0.234069745,0.1680260966125044,9.931950448786171,-0.234069745,0.1680260966125044,-0.61355485,5.545657525377041E-4,-0.014525629,0.7895182961399115,-0.016954406,0.023619213891984188,1.321473552185355,1.8532987507693108E-4,4.003124788530099E-5,-2.51E-04,-114.5520196,54.35502475738525,-32.6138932,-48.91248314,6.175517854690551,-20.43365755,-0.005840496,6.019217007368514E-4,-6.08E-04,-0.021041612,0.014089518407522475,3.602812693960675E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
63,-133.8888889,9.939860945766412,-0.233645774,0.16835133557759444,9.939860945766412,-0.233645774,0.16835133557759444,-0.613542594,5.658926042158482E-4,-0.014500358,0.7895282825219978,-0.016905109,0.023593472334945086,1.3214411527207754,9.04409793540112E-5,-4.30E-05,-1.32E-04,-114.499682,54.34990089416504,-32.53715538,-48.85892467,6.170881853103638,-20.35618761,0.002864319,7.453659205760771E-4,2.2157332272205538E-4,-0.021136501,0.014006490647358802,4.7889238933227884E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
64,-132.375,9.941092120790945,-0.233930358,0.17073544621178247,9.941092120790945,-0.233930358,0.17073544621178247,-0.613555588,5.528912924736449E-4,-0.014528426,0.7895176688444268,-0.016960508,0.023621556502812117,1.3214755822153925,7.4131988459131095E-6,-1.38E-04,-2.03E-04,-114.4501494,54.30927483,-32.56911922,-48.80963703,6.129523825645447,-20.38863968,4.306163602662318E-4,8.547097733877238E-4,0.002003643,-0.021219528,0.013911601752766128,4.0772571669240454E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
65,-102.8888889,9.936250750835125,-0.234997041,0.16961143667308184,9.936250750835125,-0.234997041,0.16961143667308184,-0.613476782,4.5803373535977475E-4,-0.014581634,0.7895779603893317,-0.017173333,0.023590848754042562,1.321279371826394,3.6324656374065335E-4,1.1119791035296269E-4,-1.44E-04,-114.4869936,54.28768089294434,-32.49250317,-48.8456271,6.107563810348511,-20.3132436,-0.002657761,-6.98E-04,-0.001106519,-0.020863695,0.014160685042299113,4.6703127468258E-4,45,1.5,1,41.316001892089844,0,0,167.59999084472656,-86.9131182,40.427485,Garage
66,-106.7777778,9.920375527687444,-0.237174025,0.16925735511247395,9.920375527687444,-0.237174025,0.16925735511247395,-0.613683007,5.685259196432579E-4,-0.01461956,0.78941692,-0.017051619,0.023781891,1.3218029228228967,1.9719099255224455E-4,-5.49E-05,1.0378457587754842E-5,-114.5127357,54.342824935913086,-32.47615551,-48.87197899,6.163195843696594,-20.29604158,-0.010302738,-0.001055244,-5.06E-04,-0.021029751,0.013994629531013734,6.212257278305523E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
67,-112,9.888981347,-0.241643144,0.16806965560010337,9.888981347,-0.241643144,0.16806965560010337,-0.614079599,7.205124174751052E-4,-0.014770401,0.7891055293453549,-0.017009102,0.024198078,1.3228145293819094,1.616076525590084E-4,-3.11E-05,-1.08E-04,-114.5351839,54.30463893890381,-32.57204746,-48.89503708,6.124765835,-20.39339754,-0.014153332,-0.001962966,-2.14E-04,-0.021065334,0.014018351718494035,5.026146118502015E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
68,-107.5555556,9.887029851524575,-0.241123344,0.16856912870719595,9.887029851524575,-0.241123344,0.16856912870719595,-0.614226671,7.316030667036844E-4,-0.014884461,0.7889889085177079,-0.017136356,0.024388507062804352,1.3231931253544336,1.8532987903279152E-4,-1.73E-04,-1.32E-04,-114.5116377,54.328428955078124,-32.53300743,-48.87149124,6.147213854789734,-20.35277166,-0.002645261,3.5915053585200635E-4,-0.001217442,-0.021041612,0.013876018421814858,4.7889238933227884E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
69,-117.875,9.890630796,-0.239369382,0.1673059268194495,9.890630796,-0.239369382,0.1673059268194495,-0.614179479,7.571542032215243E-4,-0.014810501,0.7890270197620759,-0.017003625,0.024304222548380494,1.3230694750180612,8.222944374070861E-5,-1.06E-04,-1.29E-04,-114.5293277,54.336603050231936,-32.53081139,-48.89003506,6.156729841,-20.35130764,0.001452107,9.652065256467232E-4,-8.90E-04,-0.021144712,0.013943763602023514,4.8162956842973543E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
70,-115.1111111,9.895602355882959,-0.240263785,0.16735239037610952,9.895602355882959,-0.240263785,0.16735239037610952,-0.61423083,8.035847743141274E-4,-0.014795705,0.7889872743088064,-0.016913741,0.024336821,1.3231985325952178,1.0230209626420175E-4,-5.49E-05,-6.08E-05,-114.5254234,54.31988883972168,-32.55447952,-48.88515499,6.139283847808838,-20.37412163,0.002457758,4.920023448258927E-4,-1.22E-04,-0.02112464,0.01399463,5.500590597116615E-4,0,1.5,1.0790654420852661,12.864999771118164,0.069269016,0,167.59999084472656,-86.9131212,40.4274965,Garage
