seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,microphone_dBFS,gyroscope_z,gyroscope_y,gyroscope_x,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,class
134,-0.003809077,6.901155976415838E-4,5.954735487410166E-4,9.933329822947679,-0.25260831,-0.19493664,0.998953492,-0.012312844,-0.010380474,0.042808436,0.019692704642137276,0.025491421,-3.056189512,-137.25,-5.49E-05,-1.48E-06,-7.26E-05,0,0.18384777009487152,1.3373470306396484,10.954000473022461,0.040132973343133926,0,160.1999969482422,-86.9155083,40.3848208,-104.8353302,-12.40581368,-31.06803141,-0.021587223,0.013437157207467024,5.381979428014709E-4,-44.77497505,-42.34607723,4.511925888061524,9.933329822947679,-0.25260831,-0.19493664,Drive
135,5.705287155595798E-4,-7.35E-04,8.553127640659369E-4,9.933922258395594,-0.252648965,-0.195215416,0.9989563828533136,-0.012251668,-0.010395172,0.042754938590873794,0.019728637472229096,0.025369373448554753,-3.056295925,-138.3333333,4.447915803785753E-6,1.6457289378203957E-4,1.527117893045533E-4,0,0.16278821229934692,1.3473470211029053,10.937999725341797,0.047873911,0,160.1999969482422,-86.9155077,40.3848206,-104.8372822,-12.44192575,-31.05668537,-0.021527917,0.013603213,7.635590601124737E-4,-44.77717113,-42.3817012,4.524003887176514,9.933922258395594,-0.252648965,-0.195215416,Drive
136,-5.84E-04,2.6641442225529597E-4,2.614284077515969E-4,9.934151686510994,-0.251252184,-0.196980994,0.9989598359052951,-0.012213949,-0.010453063,0.042670792,0.019849676352280837,0.025297266,-3.056465204,-138.5,-1.17E-05,1.5271178731032147E-4,1.5271179682503527E-4,0,0.1140175461769104,1.357347011566162,10.880999565124512,0.033167287707328796,0,160.1999969482422,-86.9155075,40.3848207,-104.8977945,-12.39654172,-31.05985741,-0.021544112,0.013591351721865626,7.635590647203991E-4,-44.83756119,-42.33607323,4.520221881866455,9.934151686510994,-0.251252184,-0.196980994,Drive
137,-0.008498497,-0.001606641,7.284176581114242E-4,9.920700739888312,-0.253743739,-0.195168953,0.998958364,-0.012259157,-0.010394883,0.042706455,0.019728656080596655,0.025383356,-3.056393121,-141.7777778,-1.02E-04,-1.20E-04,4.5961788539024234E-5,0,0.1140175461769104,1.367347002029419,10.854999542236328,0.027992249,0,160.1999969482422,-86.9155072,40.3848208,-104.8521661,-12.46486175,-31.01471746,-0.021634667,0.013318546107310114,6.568090599120676E-4,-44.79205513,-42.40512524,4.565849905014038,9.920700739888312,-0.253743739,-0.195168953,Drive
138,-0.016911571,-0.002812524,-2.60E-04,9.884799651729251,-0.258964971,-0.196098205,0.998957426,-0.012494389,-0.010428616,0.042651954640462564,0.019777571,0.025855206,-3.05650724,-132.375,-7.41E-06,5.7822887930404214E-5,8.154512796713745E-5,0,0.1063014566898346,1.3773469924926758,10.803000450134277,0.025971742,0,160.1999969482422,-86.9155069,40.3848208,-104.9228041,-12.45827378,-31.0522933,-0.021539778,0.013496462825360229,6.923923965145662E-4,-44.86318096,-42.39853725,4.527785906791687,9.884799651729251,-0.258964971,-0.196098205,Drive
139,-0.004483584,-8.67E-05,0.001271958,9.879177667562244,-0.258006681,-0.194611403,0.9989579186856168,-0.012608277,-0.01045305,0.04260099,0.019818101132523667,0.026083852155405342,-3.056611929,-140.4444444,-5.49E-05,-6.08E-05,5.782290092823141E-5,0,0.1063014566898346,1.3873469829559326,10.677000045776367,0.02193323,0,160.1999969482422,-86.9155067,40.3848207,-104.8729062,-12.43143372,-30.9686014,-0.021587223,0.013377851707119387,6.686701700407831E-4,-44.81267307,-42.37194122,4.610501899719238,9.879177667562244,-0.258006681,-0.194611403,Drive
140,0.001388522,2.896042124738971E-4,5.042877012086146E-4,9.884244111868052,-0.257792125,-0.194623912,0.9989563909549157,-0.012611019,-0.010412305,0.042645912,0.019735257,0.026086758044593542,-3.056520964,-136.375,-1.38E-04,1.1712845326717762E-4,-4.89E-05,0,0.092195444,1.3973469734191895,10.628999710083008,0.019042628,0,160.1999969482422,-86.9155065,40.3848207,-104.9312222,-12.38726969,-30.99873543,-0.021670251,0.013555768,5.619201675798852E-4,-44.87098915,-42.32765526,4.5819538831710815,9.884244111868052,-0.257792125,-0.194623912,Drive
141,0.003442912,-9.26E-04,-6.32E-04,9.890444977769574,-0.259670623,-0.194797252,0.9989544882357699,-0.012647198,-0.010366446,0.042690764,0.019639360781722855,0.026156026,-3.056430604,-135.6666667,-2.09E-04,-1.91E-04,-1.79E-04,0,0.1063014566898346,1.4073469638824463,10.53600025177002,0.015198036096990108,0,160.1999969482422,-86.9155064,40.3848206,-104.8963302,-12.46107978,-30.98909733,-0.021741417,0.013247379418281675,4.3144792960323754E-4,-44.8370731,-42.40085533,4.591347870826721,9.890444977769574,-0.259670623,-0.194797252,Drive
142,0.002238838,6.282792508023456E-4,-2.95E-04,9.894789177237206,-0.259455732,-0.194332627,0.9989538545747405,-0.012721165,-0.01035958,0.042685397,0.019619517,0.026303148367306562,-3.056442453,-133.375,-2.45E-04,-4.89E-05,-1.48E-06,0,0.092195444,1.4173469543457031,11.300000190734863,0.006392447,0,160.1999969482422,-86.9155064,40.3848207,-104.9180464,-12.44656172,-31.00410334,-0.021777001,0.013389712787296587,6.093646086598702E-4,-44.85805717,-42.38645931,4.576341862678528,9.894789177237206,-0.259455732,-0.194332627,Drive
143,0.020479674,0.002529078,0.002205644,9.931532387594574,-0.256615707,-0.192938749,0.9989568695281316,-0.012636572,-0.010396224,0.042631024,0.019701345,0.026136157039589096,-3.056550804,-135.1111111,-2.80E-04,2.713228979383062E-4,2.2239562065241116E-5,0,0.1063014566898346,1.427346945,11.345000267028809,0.00930029,0,160.1999969482422,-86.9155063,40.3848208,-104.8638782,-12.46974174,-31.05509933,-0.021812584,0.013709962783941945,6.330868323080386E-4,-44.80376686,-42.40963902,4.525467891693115,9.931532387594574,-0.256615707,-0.192938749,Drive
144,0.011321595571573499,0.001685326,5.532828638854536E-4,9.952934320690563,-0.253813434,-0.193542762,0.9989568550609847,-0.012411008,-0.010289288,0.042723488,0.019504298,0.025678129288033376,-3.056358983,-141.5555556,-1.02E-04,-7.26E-05,-4.89E-05,0,0.1063014566898346,1.4373469352722168,11.180999755859375,0.007149321,0,160.1999969482422,-86.9155062,40.3848207,-104.8943781,-12.47132775,-31.00349335,-0.021634667,0.013365990554606452,5.619201613635331E-4,-44.83499912,-42.41195713,4.576951904296875,9.952934320690563,-0.253813434,-0.193542762,Drive
145,8.461475372314453E-4,3.3795203153903666E-4,4.931030651697746E-4,9.951424246852838,-0.253842472,-0.192985213,0.9989565559304677,-0.012345126,-0.010261435,0.042756314,0.019453363958746195,0.025544748569910344,-3.056291404,-147.25,-7.05E-05,-5.87E-05,-5.87E-05,0,0.1140175461769104,1.4473469257354736,11.270000457763672,0.004286511,0,160.1999969482422,-86.9155062,40.3848207,-104.8805922,-12.45668779,-31.02777136,-0.021602848,0.013379904575860845,5.521119394241116E-4,-44.82072498,-42.39756123,4.552429919242859,9.951424246852838,-0.253842472,-0.192985213,Drive
146,-0.002077186,3.891488880787081E-4,4.577272146650888E-4,9.946838952962635,-0.253395271,-0.192357967,0.9989559071735271,-0.01232467,-0.010224265,0.042786134,0.019380044155907862,0.02550128,-3.056230385,-143.8888889,-7.86E-05,6.968399862424263E-5,1.2898956509126188E-4,0,0.086023256,1.457347035,11.244000434875488,0.005638069,0,160.1999969482422,-86.9155061,40.3848207,-104.8444804,-12.45924972,-30.96664938,-0.021610945,0.013508323905537429,7.398368358991823E-4,-44.78424694,-42.39939121,4.614039897918701,9.946838952962635,-0.253395271,-0.192357967,Drive
147,-0.01036407,-0.002174453,2.7687370198444254E-4,9.930109431442705,-0.256002982,-0.192497355,0.9989557370398808,-0.012335976,-0.010230804,0.042785336,0.019392176703052613,0.025524413647148216,-3.056232353,-133.25,-9.04E-05,4.5961774410951194E-5,1.408506842619441E-4,0,0.092195444,1.1065980195999146,10.145999908447266,0.019757961854338646,0,160.1999969482422,-86.9155062,40.384821,-104.8927921,-12.49328777,-30.99019531,-0.021622806,0.013484601690931228,7.516979528093729E-4,-44.83329102,-42.43318531,4.590981903076172,9.930109431442705,-0.256002982,-0.192497355,Drive
148,0.002857838,0.001241183,0.001354624,9.932484821208472,-0.254089305,-0.192334736,0.9989567873547378,-0.012423946,-0.01029037,0.042721010057382214,0.019505428276883747,0.025704026963670277,-3.056364187,-140.7777778,-2.33E-04,1.289895583097868E-4,-7.26E-05,0,0.092195444,1.1165980100631714,10.102999687194824,0.019114438444375992,0,160.1999969482422,-86.9155062,40.3848212,-104.8829101,-12.48779778,-30.97274933,-0.021765139,0.013567629469178834,5.381979377153646E-4,-44.82279907,-42.42806114,4.606963906288147,9.932484821208472,-0.254089305,-0.192334736,Drive
149,0.002254921,0.001265688,-4.15E-04,9.938600384272062,-0.252419779,-0.192898318,0.998955389,-0.012339368,-0.010221441,0.042794626169991724,0.019372939032692355,0.025530572564711848,-3.056213587,-134.5,1.3492014530358962E-4,-1.68E-04,1.6457289660765418E-4,0,0.1140175461769104,1.1265980005264282,10.052000045776367,0.010322317481040955,0,160.1999969482422,-86.9155062,40.3848212,-104.8769322,-12.43192172,-30.9266333,-0.021397445,0.013271101687139677,7.754201679806976E-4,-44.81694294,-42.37169743,4.654055924415588,9.938600384272062,-0.252419779,-0.192898318,Drive
150,1.1583902303454946E-4,-0.001497188,7.677635232221734E-4,9.937714780418618,-0.2545307,-0.192659974,0.9989573851372432,-0.01229149,-0.010265055,0.042751459,0.019465274855639172,0.025437783,-3.056300288,-132.7777778,4.447914673539909E-6,2.3573956303117634E-4,2.223955867450359E-5,0,0.12041594833135605,1.136597990989685,10.008000373840332,0.004230937,0,160.1999969482422,-86.9155062,40.3848212,-104.8398436,-12.46620371,-30.96713749,-0.021527917,0.013674379471074609,6.330868323080386E-4,-44.77961082,-42.40671108,4.612819876670837,9.937714780418618,-0.2545307,-0.192659974,Drive
151,-0.006638314,-9.22E-04,8.38525954959462E-4,9.924353858799611,-0.255169559,-0.192311504,0.998956363,-0.012365926,-0.010258792,0.042755382,0.019446341,0.025586067961112968,-3.056293559,-135.5,5.189236366524569E-5,-4.89E-05,1.0526735161530596E-4,0,0.12041594833135605,1.146597981452942,9.987999916,0.001348322,0,160.1999969482422,-86.9155062,40.3848212,-104.84631,-12.43960768,-31.03252935,-0.021480473,0.013389712760170687,7.161146190324889E-4,-44.78607697,-42.38011539,4.5476718997955325,9.924353858799611,-0.255169559,-0.192311504,Drive
152,-0.004020987,-9.16E-04,-0.001336451,9.922024949,-0.255146329,-0.194286164,0.9989558782392335,-0.012396757,-0.010254527,0.042758720049869664,0.019435115267061494,0.025647374900799352,-3.056287296,-119.4444444,1.1119792335078988E-4,-1.48E-06,4.729618012082302E-4,0,0.1140175461769104,1.1565979719161987,9.994999885559082,2.74879188509658E-4,0,160.1999969482422,-86.9155062,40.3848212,-104.8526542,-12.47279179,-31.01886536,-0.021421167,0.013437157,0.001083809,-44.79266518,-42.4126894,4.560725922584534,9.922024949,-0.255146329,-0.194286164,Drive
153,-0.016739642,-0.001868525,-0.00115608,9.887076368609678,-0.255474472,-0.19656283,0.9989612374490905,-0.012346157,-0.01039792,0.04261322,0.019729747,0.025555618830676217,-3.056581409,-133.25,4.447914108416988E-6,-1.32E-04,2.001562332101528E-4,0,0.12041594833135605,1.1665979623794556,10.026000022888184,2.4410870537394658E-5,0,160.1999969482422,-86.9155062,40.3848212,-104.8904739,-12.42081971,-31.05070732,-0.021527917,0.013306685045216848,8.11003505148319E-4,-44.83072906,-42.36059528,4.529981894493103,9.887076368609678,-0.255474472,-0.19656283,Drive
154,-0.00367657,-0.00130465,-1.34E-04,9.882104818103382,-0.257106469,-0.196098205,0.9989612262982589,-0.012501157,-0.010448585,0.042556042,0.019819392930143155,0.025868527286757644,-3.056699938,-132,-7.05E-05,-1.41E-04,-9.40E-05,0,0.1140175461769104,1.1765979528427124,10.072999954223633,0.003806032,0,160.1999969482422,-86.9155061,40.3848212,-104.8788841,-12.42813972,-30.99263546,-0.021602847,0.013297675114769775,5.168707474904994E-4,-44.81852909,-42.36828125,4.587687907218933,9.882104818103382,-0.257106469,-0.196098205,Drive
155,0.001913274,-8.89E-04,-0.00105258,9.886936919203082,-0.257922466,-0.196214361,0.998959356,-0.012563005,-0.010413174,0.042590322,0.019742499,0.025989787,-3.056631445,-131.1111111,-5.49E-05,-2.27E-04,3.4100673324202446E-5,0,0.1140175461769104,1.1865979433059692,10.15999984741211,0.00564729,0,160.1999969482422,-86.9155061,40.3848213,-104.8894977,-12.48352777,-30.94847141,-0.021587223,0.013211796096372373,6.449479458274916E-4,-44.82975288,-42.4240353,4.631851902008057,9.886936919203082,-0.257922466,-0.196214361,Drive
156,0.003160023,2.08396356082657E-4,-0.001204985,9.893465060632206,-0.257536248,-0.196469905,0.9989590662197002,-0.012592706,-0.01041434,0.042588139,0.019742378,0.026049194296876205,-3.056636373,-135.125,-2.09E-04,-2.39E-04,-1.33E-05,0,0.1140175461769104,1.196597933769226,10.178000450134277,0.003792151,0,160.1999969482422,-86.9155061,40.3848213,-104.835452,-12.41886775,-30.98958538,-0.021741417,0.013199935,5.975034990962775E-4,-44.77546322,-42.35876511,4.590859889984131,9.893465060632206,-0.257536248,-0.196469905,Drive
157,0.003405099,8.506259871918021E-4,-0.00104519,9.897995171037692,-0.256711538,-0.196237593,0.9989589423809236,-0.012578677,-0.010405916,0.042597251537355406,0.019726489064762893,0.026020625,-3.056617658,-130.75,-5.49E-05,-1.91E-04,2.2239561500118196E-5,0,0.1140175461769104,1.2065980434417725,11.480999946594238,0.0016531,0,160.1999969482422,-86.9155061,40.3848213,-104.8630241,-12.42691974,-30.93785742,-0.021587223,0.013247379427323642,6.330868351336532E-4,-44.80327892,-42.36706123,4.641611914634705,9.897995171037692,-0.256711538,-0.196237593,Drive
158,0.018710414182792588,5.835129798037335E-4,-4.71E-04,9.934660260493938,-0.256940835,-0.195774306,0.9989586194742073,-0.012527549,-0.010380179,0.042625397262932026,0.019678669412014554,0.025916792,-3.05655979,-140,-2.45E-04,-3.71E-05,-2.51E-04,0,0.14866068959236145,1.2165980339050293,11.310999870300293,6.469172076322138E-4,0,160.1999969482422,-86.9155061,40.3848213,-104.951352,-12.47559776,-30.93956543,-0.021777001,0.013401573867473787,3.602812552679945E-4,-44.89136292,-42.41610546,4.641367907524109,9.934660260493938,-0.256940835,-0.195774306,Drive
159,0.009540521,1.7959776433926184E-4,0.001055295,9.951598547037365,-0.254368082,-0.193565994,0.9989585685498507,-0.01238301,-0.010330339,0.042681377,0.019589814673928382,0.025624844073815253,-3.056443879,-139.8888889,6.375346701248612E-5,-9.64E-05,2.476006624225563E-4,0,0.15620499849319458,1.2265980243682861,11.333000183105469,1.8859381088986993E-4,0,160.1999969482422,-86.9155061,40.3848213,-104.8758346,-12.50133977,-31.02411139,-0.021468612,0.013342268,8.58447945663181E-4,-44.81584507,-42.4409935,4.554381895065307,9.951598547037365,-0.254368082,-0.193565994,Drive
160,0.001459603,0.001080377,2.3118963519346366E-4,9.951688581300013,-0.251554192,-0.193728613,0.9989580812963467,-0.012277228,-0.010281157,0.042735407,0.019499079,0.025410340845729542,-3.056332591,-143.375,-2.33E-04,1.037843780845259E-5,1.882951225163144E-4,0,0.1140175461769104,1.236598014831543,11.347000122070312,0.006234729,0,160.1999969482422,-86.915506,40.3848214,-104.8483846,-12.52659373,-30.99361132,-0.021765139,0.013449018341896025,7.991423927591119E-4,-44.78888283,-42.4668573,4.585491890907288,9.951688581300013,-0.251554192,-0.193728613,Drive
161,-0.002091223,-8.98E-04,8.224302414551522E-4,9.946850629,-0.253563696,-0.1931246,0.998958211,-0.012257923,-0.010278757,0.042738519355799386,0.019495835039511467,0.025371624410007763,-3.056325963,-140.75,-1.93E-05,9.340622340265698E-5,9.340623753073001E-5,0,0.1345362365245819,1.2465980052947998,11.53600025177002,0.004465238,0,160.1999969482422,-86.915506,40.3848214,-104.8729061,-12.48389378,-30.98824333,-0.021551639,0.013532046138227564,7.042535072084046E-4,-44.81303898,-42.42379108,4.592811908721924,9.946850629,-0.253563696,-0.1931246,Drive
162,-0.001846184,-4.90E-04,1.9030605705039016E-4,9.943911857975339,-0.253772779,-0.192799361,0.9989560616826548,-0.01230315,-0.010229477,0.042787593,0.019392251,0.025458750179381047,-3.056227249,-136.2222222,-1.93E-05,-1.68E-04,1.0526734370358505E-4,0,0.14866068959236145,1.1059379577636719,10.286999702453613,0.016869273,0,160.1999969482422,-86.9155061,40.3848217,-104.8865703,-12.53598777,-30.9416394,-0.021551639,0.013271101714265578,7.161146156417513E-4,-44.8262149,-42.47539726,4.637951908111572,9.943911857975339,-0.253772779,-0.192799361,Drive
163,-0.018681003,-0.002546102,-2.80E-04,9.911219495,-0.257100662,-0.192009499,0.9989539768833381,-0.012386863,-0.010194909,0.042820255,0.019315214827656746,0.025623712,-3.056162408,-137.5555556,1.174706211224055E-5,-2.35E-04,1.0572354613731687E-4,0,0.21931712329387665,1.1159379482269287,10.279999732971191,0.016479131,0,160.1999969482422,-86.9155061,40.3848218,-104.930002,-12.47132771,-30.97775143,-0.021520618,0.013203698586529264,7.165708151520588E-4,-44.86976902,-42.41049339,4.602327899932861,9.911219495,-0.257100662,-0.192009499,Drive
164,-0.014772758,-0.00225853,-7.77E-04,9.880641279868708,-0.261860171,-0.192265042,0.9989516816092926,-0.012683801,-0.0102246,0.042779765,0.019350402,0.026218823220544647,-3.056249329,-141.375,-9.04E-05,-1.91E-04,5.7822904318968934E-5,0,0.16278821229934692,1.1259379386901855,10.27400016784668,0.009026115,0,160.1999969482422,-86.9155061,40.3848218,-104.9740441,-12.51268578,-30.94102926,-0.021622806,0.013247379481575443,6.686701734315206E-4,-44.91368889,-42.45270527,4.638683901,9.880641279868708,-0.261860171,-0.192265042,Drive
165,0.005040474,1.7995192009268455E-4,-7.79E-04,9.889562125344879,-0.261099345,-0.193775077,0.9989536016890146,-0.01278097,-0.010314473,0.042684307,0.01952432,0.026418792355118445,-3.056444492,-143.1111111,-2.68E-04,8.154511440418733E-5,-7.26E-05,0,0.12041594833135605,1.1359379291534424,10.255000114440918,0.003742975,0,160.1999969482422,-86.9155061,40.3848218,-104.8661961,-12.50524376,-30.96396544,-0.021800723,0.013520185,5.381979456270854E-4,-44.8059631,-42.44562916,4.615869898796081,9.889562125344879,-0.261099345,-0.193775077,Drive
166,0.021430858,0.002654478,4.5446993656528804E-4,9.936207632,-0.256148176,-0.193937696,0.9989565824999392,-0.012615912,-0.010347782,0.04265566,0.019605619380775006,0.026091239315647524,-3.056499868,-144.375,-1.38E-04,1.4085067239436274E-4,-3.71E-05,0,0.1140175461769104,1.1459380388259888,10.22700023651123,0.001190204,0,160.1999969482422,-86.9155061,40.3848218,-104.8566805,-12.49218971,-31.01227736,-0.021670251,0.013579490585523902,5.737812788388465E-4,-44.79681293,-42.43208744,4.567069892883301,9.936207632,-0.256148176,-0.193937696,Drive
167,6.583223065126289E-4,2.8276703890087537E-4,0.001361089,9.937498918,-0.255108829,-0.193772618,0.9989590233969456,-0.012413147,-0.010353474,0.042656603,0.019634125139383438,0.025686561916638345,-3.056494588,-138.2222222,-6.67E-05,1.7643400786661553E-4,9.340623583536124E-5,0,0.14866068959236145,1.1559380292892456,10.220000267028809,2.4197183665819466E-4,0,160.1999969482422,-86.9155061,40.3848218,-104.8598522,-12.47230373,-30.93419737,-0.021599084,0.013615073934559104,7.042535060781587E-4,-44.7998629,-42.41256718,4.645759906768799,9.937498918,-0.255108829,-0.193772618,Drive
168,-0.018271483,-0.002538234,7.930859489348329E-4,9.896810327918784,-0.26093963,-0.194309395,0.9989581131240697,-0.012586619,-0.010383775,0.042619706,0.019680976885759715,0.026035058646670824,-3.056572275,-135.875,-1.97E-04,1.1712844026935043E-4,8.154512796713745E-5,0,0.1063014566898346,1.1659380197525024,10.223999977111816,2.3182579752756283E-5,0,160.1999969482422,-86.9155061,40.3848218,-104.8727838,-12.46656978,-30.93200134,-0.021729556,0.013555768,6.923923965145662E-4,-44.81267296,-42.40610115,4.648199882507324,9.896810327918784,-0.26093963,-0.194309395,Drive
169,-0.005486599,-0.001050287,0.001029921,9.889422759269047,-0.262066349,-0.193937696,0.9989568915181947,-0.012758158,-0.010405101,0.042592102,0.019709833,0.026379107524758402,-3.056631093,-144.5555556,-3.04E-04,-1.48E-06,5.782289923286264E-5,0,0.092195444,1.1759380102157593,10.211999893188477,5.646060162689537E-5,0,160.1999969482422,-86.9155061,40.3848218,-104.8855936,-12.48450379,-30.94688547,-0.021836306,0.013437157252676857,6.68670170605906E-4,-44.82511688,-42.42476761,4.635023908615112,9.889422759269047,-0.262066349,-0.193937696,Drive
170,7.185611910032995E-4,-1.36E-04,3.2204404039290344E-4,9.891374236171686,-0.262507742,-0.194541709,0.9989559725650305,-0.012812936,-0.010396108,0.042599503,0.019687036287437364,0.026487953671552603,-3.056617005,-143.125,-1.26E-04,1.4085066617801063E-4,-1.48E-06,0,0.092195444,1.1859380006790161,10.208000183105469,3.656440821941942E-5,0,160.1999969482422,-86.9155061,40.3848218,-104.9091402,-12.55648379,-31.00788534,-0.021658389,0.013579490567439968,6.093646126157305E-4,-44.8487851,-42.4966251,4.571705894470215,9.891374236171686,-0.262507742,-0.194541709,Drive
171,0.001727947,0.001113216,0.001015326,9.896159866,-0.261224216,-0.193473069,0.9989555865815543,-0.012823254,-0.010388103,0.042607368919455886,0.019669955,0.026508045337587886,-3.056601207,-141.4444444,-2.68E-04,5.782288566991253E-5,-1.32E-04,0,0.1140175461769104,1.195937991142273,10.208000183105469,0.004976694,0,160.1999969482422,-86.9155061,40.3848219,-104.9197544,-12.50231576,-30.98458334,-0.021800723,0.013496462789192362,4.788923853764184E-4,-44.86037491,-42.44282333,4.595495924949646,9.896159866,-0.261224216,-0.193473069,Drive
172,0.004584459,0.001165871,9.649728353206927E-4,9.902199949,-0.260643431,-0.192892287,0.9989543706178665,-0.012790945,-0.010340731,0.042657038,0.019576680577861574,0.026440431,-3.05649996,-145.3333333,-7.05E-05,5.873528201706134E-5,-1.76E-04,0,0.1140175461769104,1.2059379816055298,11.390000343322754,0.003454815,0,160.1999969482422,-86.9155061,40.3848219,-104.8553382,-12.50524378,-31.0062994,-0.021602848,0.013497375193625115,4.346413127048156E-4,-44.79559292,-42.44465328,4.5736578893661495,9.902199949,-0.260643431,-0.192892287,Drive
173,0.020707130432128906,0.003211341,9.854639907485073E-4,9.942666026,-0.255140521,-0.192845824,0.9989557023187285,-0.012585441,-0.010311658,0.042693753,0.019535006412747993,0.026028019131966007,-3.056422116,-142.125,-1.85E-04,6.96839952335051E-5,3.410067388932537E-5,0,0.092195444,1.2159379720687866,11.375,0.001686627,0,160.1999969482422,-86.9155061,40.3848219,-104.8968177,-12.55026185,-31.10219124,-0.021717695,0.013508323878411528,6.449479458274916E-4,-44.8364629,-42.49003723,4.479595899581909,9.942666026,-0.255140521,-0.192845824,Drive
174,0.008364983,0.001002525,-3.06E-05,9.957342425596368,-0.253717603,-0.193031675,0.9989555310277105,-0.012370288,-0.010235459,0.042779188,0.019398724,0.025593258,-3.056245376,-143.3333333,-1.73E-04,1.0378444024804727E-5,5.7822902623600174E-5,0,0.1140175461769104,1.2259379625320435,11.541999816894531,6.363653810694814E-4,0,160.1999969482422,-86.9155061,40.3848219,-104.8587547,-12.4998758,-30.9860474,-0.021705834,0.013449018387105858,6.686701717361519E-4,-44.79876537,-42.43940727,4.593909898,9.957342425596368,-0.253717603,-0.193031675,Drive
175,-4.15E-04,-1.04E-04,-2.10E-04,9.954212049836094,-0.254109633,-0.19437909,0.9989577201963629,-0.012325565,-0.01028609,0.042728715368266244,0.019505009380648437,0.025507223023806962,-3.056346942,-145.125,-4.30E-05,1.1712844366008795E-4,-2.52E-05,0,0.1140175461769104,1.2359379529953003,11.312999725341797,1.7122479039244354E-4,0,160.1999969482422,-86.9155061,40.3848219,-104.872784,-12.45815178,-30.96189142,-0.021575362,0.013555768,5.856423872721933E-4,-44.812673,-42.39792736,4.617943897247314,9.954212049836094,-0.254109633,-0.19437909,Drive
176,-0.002059557,-3.65E-04,0.001739916,9.949140998033377,-0.254916137,-0.193013358,0.9989585992202018,-0.012353934,-0.010321393,0.042691520153029454,0.01957412,0.025566193,-3.056422815,-141.8888889,-9.04E-05,1.0526733353137246E-4,1.2898957017736816E-4,0,0.086023256,1.2459379434585571,11.454000473022461,1.8996146536665037E-5,0,160.1999969482422,-86.9155061,40.3848219,-104.8148339,-12.5085378,-30.99287941,-0.021622806,0.013543907227446732,7.398368392899198E-4,-44.75472324,-42.44941124,4.586345901489258,9.949140998033377,-0.254916137,-0.193013358,Drive
177,-0.008268051,-0.001008044,2.9274835748579895E-4,9.937427298536578,-0.255343795,-0.194959872,0.9989596489563729,-0.012343081,-0.010349144,0.042663395,0.019631227026286634,0.025546316147863287,-3.056479642,-147.375,-4.30E-05,2.238784512070921E-4,4.596179419025345E-5,0,0.086023256,1.1053979396820068,10.034000396728516,0.006341062,0,160.1999969482422,-86.915506,40.384822,-104.9203638,-12.47071771,-30.95335136,-0.021575362,0.013662518345687574,6.568090627376822E-4,-44.86061886,-42.41024918,4.626971888542175,9.937427298536578,-0.255343795,-0.194959872,Drive
178,-0.003094664,-9.22E-04,0.001694959,9.927629535638014,-0.25679575,-0.194657865,0.9989607154744343,-0.012463522,-0.010420847,0.042585764948314835,0.019766358532083843,0.025791555,-3.056639023,-141.4444444,-2.80E-04,1.1712844705082548E-4,1.2898957526347445E-4,0,0.086023256,1.1153979301452637,9.965999603271484,0.00446457,0,160.1999969482422,-86.915506,40.384822,-104.867904,-12.52634978,-30.97152933,-0.021812584,0.013555768,7.398368426806574E-4,-44.80742676,-42.46673531,4.609647922515869,9.927629535638014,-0.25679575,-0.194657865,Drive
179,-2.89E-04,8.38018158107128E-5,0.00142966,9.926891882442733,-0.256543109,-0.194170008,0.9989595118078213,-0.012477376,-0.010389268,0.042617716,0.019701240801261465,0.025817186960462226,-3.0565745,-144,-2.09E-04,3.0690623397568184E-4,-2.52E-05,0,0.10000000149011612,1.12539804,9.961000442504883,0.002136232,0,160.1999969482422,-86.915506,40.384822,-104.9279282,-12.45985977,-30.95554735,-0.021741417,0.013745546132977148,5.856423889675621E-4,-44.86769508,-42.39963528,4.625507893562317,9.926891882442733,-0.256543109,-0.194170008,Drive
180,0.005265866,2.2769842333006626E-4,0.001140354,9.939965396251493,-0.254919823,-0.193171062,0.9989578752841765,-0.012418012,-0.010320762,0.042690020994943324,0.019567473167643963,0.025694153407245006,-3.056426919,-146.2222222,-1.14E-04,2.223954737204516E-5,5.78228981026168E-5,0,0.086023256,1.135398030281067,9.93500042,0.005703542,0,160.1999969482422,-86.915506,40.3848221,-104.8787622,-12.48486975,-31.04448542,-0.021646528,0.013460879413031259,6.686701694756602E-4,-44.81865082,-42.42476723,4.535593929290772,9.939965396251493,-0.254919823,-0.193171062,Drive
