seconds_elapsed,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,gyroscope_z,gyroscope_y,gyroscope_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometer_z,magnetometer_y,magnetometer_x,accelerometer_z,accelerometer_y,accelerometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,microphone_dBFS,class
27,9.587988061812318,0.035241867,-0.495459482,0.034172205,-0.02822819,0.050676828682928596,-104.1948303,76.97443458557129,-25.22032745,-0.025949716,0.021524472219775468,-0.005249803,0.9989158562742747,0.043041217,0.012202438,0.051819464,45,0.22833101451396942,1.3079437017440796,4.534999847412109,1.4331588745117188,354.0310974121094,154.29998779296875,-86.9104226,40.4259318,9.587988061812318,0.035241867,-0.495459482,-42.63460724,33.35431148529053,3.0994099271297455,-0.349720771,0.1472216287914377,-0.069824705,0.012639839246940728,-0.01185719,0.050735564,-62.875,Campus
28,9.680239510767668,0.26252226390450906,-0.394969645,-0.109841308,0.07766063,-0.009425137,-105.4371558,74.64411239624023,-24.51077543,-0.022191554,0.029487301663323803,0.008197639,0.998938735,0.059411158,-0.014624349,0.044849258549149756,45,0.23260900378227234,1.3279049396514893,4.243999958,1.3987950086593628,357.5744323730469,154.29998779296875,-86.910426,40.4259554,9.680239510767668,0.26252226390450906,-0.394969645,-43.87717709,31.023379306793213,3.8090839338302613,-0.213998753,0.11727062511501961,0.19317334702292693,-0.131373675,0.094024517,-0.009377691,-56.22222222,Campus
29,10.193555118968186,0.058333761,-0.873600965,-0.053299389,-0.038166094,-0.008642303,-104.6262219,75.48798667907715,-25.43285151,-0.07970042,0.043777467,0.001423753,0.9952905212791221,0.087887031,0.004426587,0.1596806441406602,45,0.22110146284103394,1.037071704864502,4.129000186920166,1.407431960105896,358.8690490722656,154.79998779296875,-86.9104294,40.4259758,10.193555118968186,0.058333761,-0.873600965,-43.06587727,31.86713134765625,2.8879839354753494,0.3162634303268877,0.10227576968739334,-0.002869068,-0.074831755,-0.021811102,-0.008609685,-58.875,Campus
30,10.259142866412413,-0.708615263,-1.058498787,-0.048009332,5.041094026663928E-5,-5.89E-04,-102.8561237,79.26303253173828,-24.55457352,-0.062198552,0.052086742,-0.028537989,0.9958204644397625,0.10116198101958025,0.063695253,0.12143955133783008,45,0.2291167825460434,1.0470584630966187,3.9709999561309814,1.4298570156097412,3.1170265674591064,154.79998779296875,-86.9104289,40.4259847,10.259142866412413,-0.708615263,-1.058498787,-41.29638912,35.64303119659424,3.7654079282283783,0.40254154483091487,-0.076118957,-0.058699296,-0.069541699,0.016426157694563126,-5.40E-04,-59.44444444,Campus
31,9.942401686918389,-0.779366142,-0.591660241,0.04547995,0.006468754,-0.025662997,-103.0387578,78.93753692626953,-25.5156896,-0.050951251,0.040439672,-0.030000966,0.9965733092965432,0.077837256,0.064798709,0.099517062,45,0.26950836181640625,1.0470584630966187,3.921999931335449,1.4148329496383667,1.888037085533142,154.79998779296875,-86.9104287,40.4259983,9.942401686918389,-0.779366142,-0.591660241,-41.47865723,35.31704719543457,2.8057559406757355,0.048953056,-0.135072267,0.17981503600055732,0.023947583185960946,0.022844503751223526,-0.025628896,-54.125,Campus
32,9.667155919166712,-0.878611687,-0.77100657,-0.001976361,-0.02308469,-0.111596753,-102.7616959,79.28840805053711,-25.06563145,-0.025078473,0.03388761,-0.037884738,0.9968371906326813,0.066476152,0.079130523,0.047648489,45,0.2251559942960739,1.0570096969604492,3.878000020980835,1.4768455028533936,0.30225545167922974,154.79998779296875,-86.9104285,40.4260132,9.667155919166712,-0.878611687,-0.77100657,-41.20171726,35.66987133026123,3.2545939269661903,-0.186983858,-0.09366294,-0.113448437,-0.023508726,-0.006713388,-0.111573031,-50.22222222,Campus
33,9.74069019,-0.508724543,-0.647069773,-0.060973529,0.069153246,0.088737426,-102.9449396,78.58483421325684,-25.11711552,-0.037065455,0.041076492029920364,-0.027186882,0.9973804088472162,0.08075364,0.05786442,0.072484453,45,0.27641430497169495,1.0669875144958496,4.374000072479248,1.5657659769058228,355.2044982910156,154.79998779296875,-86.9104416,40.4260393,9.74069019,-0.508724543,-0.647069773,-41.38447334,34.965443267822266,3.202865929603577,-0.116850404,0.06209363,0.1446547472071879,-0.082505894,0.085512685,0.088796731,-56.375,Campus
34,9.671022461456003,-0.039307335,-1.122710057,-0.154427229,0.035730117,0.052303057,-104.6462302,75.24313247680664,-23.46194157,-0.062767216,0.062096579,8.564045575325314E-4,0.9949585783828809,0.12452209064538039,0.007302339,0.12572157744643758,45,0.37895917892456055,1.087103009223938,5.0229997634887695,1.5282536745071411,355.4135742,154.79998779296875,-86.9104433,40.4260628,9.671022461456003,-0.039307335,-1.122710057,-43.08625107,31.622765483856202,4.858893878459931,-0.167588072,0.023003165872351638,0.13145405922121214,-0.175959592,0.052091039,0.052347536,-57.33333333,Campus
35,9.633788541682716,0.11647296299054785,-1.281402979,-0.035934719,0.016507702751889897,0.022969042301942025,-104.4698182,73.45888259887695,-24.43891752,-0.094252444,0.061225147,0.009738902,0.9924866609203006,0.1250238442088215,-0.006873646,0.19034994140412043,45,0.411485493,1.0971596240997314,5.446000099182129,1.5630552768707275,359.9019775390625,154.79998779296875,-86.9104409,40.4260803,9.633788541682716,0.11647296299054785,-1.281402979,-42.90983894,29.837417430877686,3.881917921304703,-0.253616611,0.051925813,-0.039848983,-0.057467086,0.032873072,0.023023899841841167,-56.75,Campus
36,9.948688655,0.091423833,-0.790505545,0.099590342,-0.062653359,-0.005973553,-104.4184558,72.99162254333496,-25.8679035,-0.073262858,0.038771453385865226,0.018293389,0.9955107112532681,0.080450342,-0.029593713,0.1481694291951587,45,0.379678875,1.107010841369629,6.078999996185303,1.5532312393188477,2.0671048164367676,154.79998779296875,-86.9104399,40.4260957,9.948688655,0.091423833,-0.790505545,-42.85823318,29.371987342834473,2.453053963,0.019815454205263008,-0.196031767,0.002517462,0.078057976,-0.046296885,-0.005945383,-59,Campus
37,9.919350438904994,0.3414854078047267,-0.565266601,0.025902273196082275,-0.036321918,0.010866032720794184,-105.0184518,73.53696289,-28.27545143,-0.070920292,0.018695400791609876,0.019250535772208914,0.9967618951430688,0.040287608661366485,-0.035500871,0.1427826008114677,45,0.40257829427719116,1.1170378923416138,6.421999931335449,1.4759581089019775,356.6745910644531,154.79998779296875,-86.9104388,40.4261125,9.919350438904994,0.3414854078047267,-0.565266601,-43.45822906,29.917815456390382,0.043919994,0.028280309,-0.014952079,-0.182029782,0.004369908,-0.01995826,0.01092183,-56.375,Campus
38,10.06073608213258,0.3511380122395829,-0.581853743,-0.014715195,0.029196127991472344,-0.053133333,-105.4280058,73.88588295,-28.34072155,-0.058444098,0.023728584161466802,0.01446235,0.9969643024564947,0.049718921,-0.024718789,0.11805195611838287,45,0.4058365523815155,1.1270153522491455,6.321000099182129,1.7102681398391724,354.58050537109375,154.79998779296875,-86.9104389,40.4261281,10.06073608213258,0.3511380122395829,-0.581853743,-43.86875908,30.265149421691895,-0.020740001,0.1647858341920723,0.1062747206430412,-0.089620813,-0.036247558,0.045568911,-0.053093302,-54.77777778,Campus
39,10.018942962572412,0.34582675678782093,-0.786248423,0.17437465265574095,0.021056438534005174,0.005448698,-106.3269017,71.12380264282227,-25.77969751,-0.026764987,0.04504901,0.030224981188810278,0.9973093491156124,0.092115708,-0.057184408,0.05688488,45,0.4121434688568115,1.1371570825576782,6.204999923706055,1.5498236417770386,354.08392333984375,154.79998779296875,-86.9104389,40.4261449,10.018942962572412,0.34582675678782093,-0.786248423,-44.76692287,27.50392349243164,2.5401619585230946,0.15498485842954765,-0.221001185,0.12408825841922204,0.1528422875076677,0.037430703,0.005502073,-53.5,Campus
40,9.940656421253982,0.18459581287161816,-0.615588472,0.034235616,-0.118513264,-0.035697501,-105.2808743,72.24803245544433,-24.77588154,0.005690768,0.032964499,0.012234717827825469,0.9988823897630266,0.065967545,-0.02450133,-0.010495963,45,0.44319477677345276,1.1470690965652466,6.356999874,1.594090461730957,355.0574951171875,154.79998779296875,-86.9104387,40.4261599,9.940656421253982,0.18459581287161816,-0.615588472,-43.72040707,28.62778734207153,3.544221935272217,0.031939548196144474,-0.058824156,0.039037442,0.012703250731947353,-0.102161238,-0.035654505,-52,Campus
41,9.625184211916137,0.20568982242308195,-0.450071354,-0.045648973,0.060411608,0.020002283,-104.8200803,73.29052261,-26.30576145,-0.002599909,0.019257596030761263,0.004133167,0.999120151,0.039231346170638365,-0.007600654,0.005538796,45,0.2823987305164337,1.1470690965652466,6.330999851226807,1.4360630512237549,354.6640625,154.79998779296875,-86.9104387,40.4261726,9.625184211916137,0.20568982242308195,-0.450071354,-43.26034527,29.669911308288576,2.014219961166382,-0.301387537,0.1308971856838291,-0.060467039,-0.067181336,0.076778457,0.020045278189269808,-49.375,Campus
42,9.813371174610579,0.094562515,-0.66394501,0.023394562195516326,0.005364189,-0.034167413,-104.1865341,73.22171424865722,-26.16253353,-0.037372518,0.034934320297200706,0.00326865,0.9978446393337065,0.070279023,-0.00392414,0.074893539,45,0.4319281280040741,1.1670314073562622,6.274000168,1.5914475917816162,0.045816217,154.79998779296875,-86.9104328,40.4261931,9.813371174610579,0.094562515,-0.66394501,-42.62692112,29.601713409423827,2.158423961624503,-0.077954075,0.039518257,0.025108199096420435,0.001862196,0.021726591973701147,-0.0341259,-49.77777778,Campus
43,10.073536470098404,0.3068940220818882,-0.728376376,-0.097671807,-0.046030009,0.098119566,-104.3102419,72.46226486206055,-25.64866947,-0.034895252,0.037907126875033656,0.016929344,0.9979666240006975,0.077344226,-0.030813793,0.071181213,45,0.42032334208488464,1.1770941019058228,6.2729997634887695,1.5734121799468994,2.1679763793945312,154.79998779296875,-86.9104312,40.4262109,10.073536470098404,0.3068940220818882,-0.728376376,-42.75062927,28.841653480529786,2.672287946231663,0.11565316302105061,0.005015106,0.043438092,-0.119204174,-0.029673536,0.098196662,-48.55555556,Campus
44,10.092159317535105,0.8088176167995027,-0.387050678,0.043700783054606576,-0.004777062,-0.035804246,-105.4204416,70.31433235168457,-26.72824757,-0.02829802,0.025838470738042074,0.036019227566938955,0.9978716327148733,0.054499919,-0.070367917,0.058967837,45,0.4232821762561798,1.1870518922805786,6.3480000495910645,1.5963629484176636,1.5369393825531006,154.79998779296875,-86.9104294,40.4262282,10.092159317535105,0.8088176167995027,-0.387050678,-43.86058506,26.695429401397703,1.5925879609398543,0.17905096405918158,0.10378850186334072,0.13946781896995109,0.022168418419664923,0.011597201390897186,-0.03576125,-48.125,Campus
45,9.976447147073097,1.2220093021892662,-0.303229288,-0.037488528,0.060565799,0.092174184,-106.3178738,68.30072296142578,-28.0452375,-0.047863116,0.015993643,0.058075925,0.9960088052795929,0.038369392900438344,-0.113163788,0.098676642,45,0.41262534260749817,1.1970418691635132,6.245999813079834,1.6924757957458496,1.0098131895065308,154.79998779296875,-86.910428,40.4262463,9.976447147073097,1.2220093021892662,-0.303229288,-44.75777328,24.680355529785157,0.27449999991804364,0.11371467182937178,0.11873463519568582,0.068693741,-0.059020893,0.076953414,0.092215697,-46.22222222,Campus
46,9.934717942210076,0.5825622966919927,-0.405586344,0.006551782,0.014971689256676699,-0.097493893,-105.9565099,70.78488686,-26.72946737,-0.00606232,0.020698218,0.034177577,0.9984589554731128,0.042929251,-0.06747236,0.014168891489496726,45,0.3265569806098938,1.1970418691635132,6.208000183105469,1.4852901697158813,1.5582492351531982,154.79998779296875,-86.9104294,40.4262641,9.934717942210076,0.5825622966919927,-0.405586344,-44.39628727,27.164031429290773,1.5922219705581666,0.050721368,-0.076155076,0.027247524919729788,-0.014980584,0.031341504,-0.097436068,-39.25,Campus
47,9.796747274769162,0.28652599089534825,-1.115816178,-0.007142214,0.037790302643910624,-0.053190699,-106.0938821,73.08385437,-26.47229145,-0.044906789,0.048550447484908194,0.017857158,0.997364206,0.098690021,-0.030936744,0.091466915,45,0.33928343653678894,1.207028865814209,6.269999980926514,1.4743387699127197,357.95404052734375,154.79998779296875,-86.9104282,40.4262796,9.796747274769162,0.28652599089534825,-1.115816178,-44.53426914,29.464829406738282,1.847567957341671,-0.092770246,-0.035871058,-0.115082602,-0.02867458,0.054170110173380144,-0.053155459,-39.77777778,Campus
48,9.891365454034897,0.2888752558603159,-0.563948225,-0.069169555,-0.010589008,0.041067617,-105.8112078,72.01379287719726,-26.87696545,-0.038040712,0.038820659090737696,0.017448524239047473,0.9980282957114063,0.07935498,-0.031734464,0.077390466,45,0.33928343653678894,1.207028865814209,6.269999980926514,1.4743387699127197,357.95404052734375,154.79998779296875,-86.9104282,40.4262796,9.891365454034897,0.2888752558603159,-0.563948225,-44.25110733,28.393547401428222,1.444479972049594,-0.030155594,-0.027348973,0.2248535936029212,-0.09070192,0.00578081,0.041119509,-49.125,Campus
49,9.644576572677463,0.3896816217519108,-0.629765368,0.005508002,0.055868802198832765,-0.144511339,-105.2801419,70.96788650512696,-26.49449553,-0.026719665,0.036522404,0.022394768283951087,0.997524813,0.074774441,-0.042034879,0.055283575,45,0.2939801812171936,1.2271543741226196,6.2230000495910645,1.5330270528793335,353.3522644042969,154.79998779296875,-86.9104282,40.4263094,9.644576572677463,0.3896816217519108,-0.629765368,-43.72101719,27.347763385772705,1.8248759603500366,-0.228152442,-0.027168077,0.10972501988549835,-0.016024362,0.072237137,-0.144490582,-51.55555556,Campus
50,9.820292213588084,-0.141281079,-0.955256039,-0.032744083,-0.019188314,0.16862201167143953,-103.6071561,75.61925857543946,-25.41796743,-0.02237565,0.053183024,-0.006971285,0.997550688,0.10597806199661737,0.016734166,0.043640618,45,0.31393444538116455,1.237113356590271,6.336999893188477,1.4603098630905151,354.3892517089844,154.79998779296875,-86.9104354,40.4263237,9.820292213588084,-0.141281079,-0.955256039,-42.04754311,31.999379348754882,2.9021359503269197,-0.082849137,0.025722498,0.097691736,-0.054276446,-0.002822944,0.16869466380189055,-58,Campus
51,9.934003608,0.685076157,-0.880686503,-0.036314277,-0.01501172,0.033357894671990455,-105.6422383,70.68362663269043,-27.73108757,-0.054739364,0.034448249,0.037853021,0.9966726499853782,0.07362441,-0.071361652,0.11251554685165581,45,0.31393444538116455,1.237113356590271,6.336999893188477,1.4603098630905151,354.3892517089844,154.79998779296875,-86.9104354,40.4263237,9.934003608,0.685076157,-0.880686503,-44.08250313,27.06374752044678,0.5888939841836691,0.037915267,-0.02451994,-0.151299108,-0.057846642,0.001353649,0.033406821,-64.55555556,Campus
52,9.993042817482582,0.9976977567331722,-0.481368609,0.071467648,6.671882894577332E-4,0.034923562,-106.2155159,68.64976470947266,-28.89020945,-0.029432681,0.017931129883153808,0.054519375,0.9973738019906201,0.039365471,-0.107155046,0.061201089821886996,45,0.28698185086250305,1.2571089267730713,6.294000148773193,1.448011040687561,0.9135698676109314,154.79998779296875,-86.9104328,40.4263568,9.993042817482582,0.9976977567331722,-0.481368609,-44.65517128,25.03037347793579,-0.570227986,0.080917108,-0.069542841,-0.084721492,0.04993528,0.017026625781600337,0.034960627,-70.22222222,Campus
53,9.934119724532932,0.6717530123310761,-0.147710334,0.024841616731543927,-0.047654982,-0.104242864,-105.0578578,70.94604858398438,-29.99894547,-0.033607308,0.012974454082652602,0.032371571,0.9982180601184808,0.028553789083674116,-0.063317962,0.068488173,45,0.2464301884174347,1.2670776844024658,6.355000019073486,1.4684395790100098,357.6795654296875,154.79998779296875,-86.9104341,40.4263706,9.934119724532932,0.6717530123310761,-0.147710334,-43.49800121,27.326169414520265,-1.67981797,0.021718321494685795,0.048158817,0.11602579675687169,0.003309251,-0.031299991,-0.104205796,-68.5,Campus
54,10.194580221639097,0.4731313100771852,-0.279893457,-0.005368637,0.005470939,-0.051970943,-104.6224397,71.94852249145508,-30.35384331,-0.042434265,0.019685133095778122,0.026135001958147802,0.9978720013377735,0.041850619,-0.049548745,0.086173702,45,0.27413928508758545,1.277003288269043,6.395999908447266,1.2485696077346802,342.2039489746094,154.79998779296875,-86.9104433,40.426386,10.194580221639097,0.4731313100771852,-0.279893457,-43.06197323,28.328765277862548,-2.033739952,0.25114496471812425,0.020748493451516605,0.13246411475741748,-0.026901002,0.021849649298248938,-0.051933878,-62.66666667,Campus
55,9.974591542,-0.085447578,-0.150053792,0.060436812120950915,-0.043562898,6.093648720071515E-4,-103.7657557,74.33093872070313,-31.81967333,-0.039084981,0.004573047,7.410220239109143E-4,0.9990303637911973,0.00916026,-0.001077341,0.078177931,45,0.27413928508758545,1.277003288269043,6.395999908447266,1.2485696077346802,342.2039489746094,154.79998779296875,-86.9104433,40.426386,9.974591542,-0.085447578,-0.150053792,-42.20492317,30.71020544052124,-3.498837914,0.08718842,-0.125005416,-0.037204546,0.038904446,-0.027201976,6.44948410923656E-4,-61,Campus
56,9.698272802297351,0.4296162018859849,-0.094072198,-0.098430919,-0.012273286,0.02390459,-104.9650158,71.26093070983887,-30.3698254,-0.051823463,0.006499087,0.021807565,0.9976731052676451,0.015384061780229247,-0.042579785,0.10418532679345711,45,0.2621206045150757,1.2969707250595093,6.413000106811523,1.4561727046966553,343.16046142578125,154.79998779296875,-86.9104558,40.4264047,9.698272802297351,0.4296162018859849,-0.094072198,-43.40528103,27.640929431915282,-2.049599966,-0.232150013,-1.02E-04,0.054691195487976074,-0.119963286,0.004077258,0.023947586859259934,-61.55555556,Campus
57,9.782477503841363,0.43342903874886846,-0.511007027,0.10161209299873847,0.060039237,0.021203448458646353,-104.7304102,71.68829605102539,-29.35673748,-0.059928243,0.018678639,0.020705761703608844,0.9973194450139999,0.039822981,-0.038994669,0.1207244041411636,45,0.2666669487953186,1.3069676160812378,6.441999912261963,1.4900906085968018,353.9246520996094,154.79998779296875,-86.9104586,40.4264237,9.782477503841363,0.43342903874886846,-0.511007027,-43.17018726,28.06768548965454,-1.037365982,-0.184663218,0.046357705,-0.117999933,0.080079725,0.076401427,0.021253373509702776,-62.75,Campus
58,9.600593955771437,0.8462722573827193,-0.922046905,-0.043253025,-0.011217648,0.017321672050951465,-105.5130399,70.23234848022462,-26.69042749,-0.047205838,0.047301410742610406,0.043096318,0.9962309350087805,0.099008677,-0.080699123,0.098777305,45,0.3239017724990845,1.3169898986816406,6.566999912261963,1.4104734659194946,4.990748882293701,154.79998779296875,-86.9104557,40.4264447,9.600593955771437,0.8462722573827193,-0.922046905,-43.95269527,26.611859531402587,1.6291879730671643,-0.25299669,0.045460074,0.056804236,-0.064785393,0.005150689,0.017372081,-65.88888889,Campus
59,9.852938008539885,0.2981706752613621,-0.916181006,0.12904148281481823,0.043014321,-0.065634946,-103.9391178,73.41203460693359,-27.4745215,-0.02227484,0.040255112,0.006977789,0.9981804825727222,0.081487738,-0.011986859,0.045034768,45,0.331814706,1.3269776105880737,6.586999893188477,1.4646862745285034,359.8808898925781,154.79998779296875,-86.9104546,40.4264636,9.852938008539885,0.2981706752613621,-0.916181006,-42.37938328,29.791545352935792,0.8452159677632153,-0.025664061,0.1807291886036836,-0.109368264,0.10750911603636533,0.059388587617505234,-0.06558157,-59.25,Campus
60,10.06853018455135,0.1894017877509293,-0.680287605,-0.094089753,-0.076797733,0.016016949,-102.641282,73.78389068603515,-25.99514946,-0.005506331,0.035865269,0.010750089,0.9988641918284221,0.072168481,-0.02074036,0.011929541090458125,45,0.468021035,1.3470137119293213,6.745999813079834,1.6348639726638794,356.2047424316406,154.79998779296875,-86.9104503,40.4264827,10.06853018455135,0.1894017877509293,-0.680287605,-41.08130337,30.16425542831421,2.324221957921982,0.17210848817547547,-0.016211526,0.035139520914809215,-0.11562212,-0.060439779,0.016079221,-59.44444444,Campus
61,10.049474734704472,0.6891938912132936,-0.573873788,-0.041900859,0.005674061,0.071360899,-106.5504055,73.02883277893066,-28.94608547,-0.032508935,0.026277909692810866,0.027604064,0.9982951520716102,0.054722729627296185,-0.053013445,0.066677065,45,0.47090378403663635,1.3570427894592285,6.769000053405762,1.6718884706497192,351.4718933105469,154.79998779296875,-86.9104523,40.4265004,10.049474734704472,0.6891938912132936,-0.573873788,-44.99030502,29.409075508117677,-0.625249986,0.148288495,0.16382055469218967,-0.03174368,-0.063433225,0.022037943345901458,0.071423169,-61.875,Campus
62,9.923285695222708,0.36547778059656805,-0.457742368,-0.005107692,0.051314134,-0.04595736,-106.5256403,69.86183464050293,-27.60676952,-0.025119765,0.025791276291519113,0.030647628,0.9986023110093423,0.053381249,-0.059671947,0.051935997,45,0.297985315,1.3570427894592285,6.908999919891357,1.4807720184326172,351.75323486328125,154.79998779296875,-86.9104591,40.4265165,9.923285695222708,0.36547778059656805,-0.457742368,-44.96529503,26.241955432891846,0.7134559844247996,0.032990284,-0.211893484,0.065513453,-0.026640058,0.067680988,-0.045918811,-68,Campus
63,9.821796472790172,-0.097731122,-0.671729781,0.024473921,0.030130189005963648,-0.051982805,-104.8542403,75.00206062316894,-25.65745363,-0.010265874,0.038109726,-0.004143244,0.9985315574025645,0.076657107,0.009110659,0.020381485410396336,45,0.297985315,1.3570427894592285,6.908999919891357,1.4807720184326172,351.75323486328125,154.79998779296875,-86.9104591,40.4265165,9.821796472790172,-0.097731122,-0.671729781,-43.29462715,31.382181491851806,2.6625279468297958,-0.06160512,-0.012940938,0.09775896,0.002941557,0.046492592,-0.051926465,-72.11111111,Campus
64,9.886524700424046,-0.060476843,-1.282378706,-0.038129027,0.052820497,-0.043442804,-106.0962003,74.67302642822266,-22.64942163,0.001857297,0.065552252,-8.76E-04,0.9971847192755023,0.1316015646584983,0.002075367,-0.003824028,45,0.3225875496864319,1.3770467042922974,7.322000026702881,1.3872356414794922,356.77752685546875,154.79998779296875,-86.9104507,40.4265401,9.886524700424046,-0.060476843,-1.282378706,-44.53597717,31.05363546,5.671291885375976,0.057562907,-0.038801886,0.010707707659712115,-0.059661391,0.069200692,-0.043393877,-73.5,Campus
65,9.603605325939586,-0.276400056,-1.316775532,-0.024109193,-0.067747706,-0.053180779,-105.5601319,74.67083030700684,-21.38452559,0.00584268,0.074718592,-0.018042133,0.9961697916382725,0.15055063280087072,0.035844435,-0.013996171,45,0.3225875496864319,1.3770467042922974,7.322000026702881,1.3872356414794922,356.77752685546875,154.79998779296875,-86.9104507,40.4265401,9.603605325939586,-0.276400056,-1.316775532,-44.00027546,31.05058542251587,6.934845876693726,-0.200668372,0.069731605,0.1830554471432584,-0.045641556,-0.051388267,-0.053146678,-74.55555556,Campus
66,9.736764167118999,-0.038110927,-0.834854076,-0.062491752,0.012635049658818441,0.10279284414690602,-105.0263821,74.86639663696289,-24.9400935,-0.013221552,0.041532073,-0.001555021,0.9982895145138491,0.083305751,0.004830518,0.026031616,45,0.24379944801330566,1.3972417116165161,6.764999866485596,1.4387997388839722,354.16986083984375,154.79998779296875,-86.910448,40.4265695,9.736764167118999,-0.038110927,-0.834854076,-43.46615898,31.246761398315428,3.3808639430999756,-0.199099823,0.019774315697909557,-0.013454721,-0.084024117,0.028997452,0.10287439024518923,-73.625,Campus
67,9.921098602628245,-0.112930197,-0.687884243,0.029731815,0.02910041,-0.025726067,-105.8184058,71.98341476,-25.50373352,-0.009424805,0.036024311,0.002999986,0.9986267869289105,0.072651464,-0.004408288,0.019261786924639288,45,0.2627808153629303,3.3046367168426514,5.901000022888184,1.4364073276519775,357.5193786621094,160.6999969482422,-86.9104486,40.4265896,9.921098602628245,-0.112930197,-0.687884243,-44.25793922,28.362193412780762,2.8162479388713835,0.055112256,-0.159052194,0.031080308871773574,0.008199452,0.045465539885649026,-0.025673205,-75.66666667,Campus
68,10.126169908393933,-0.158791663,-0.49117912,0.048955254,-0.091778318,-0.063179694,-102.428026,75.63243461608887,-26.27001545,-0.002583105,0.023768935430550822,-0.016139346,0.9990455473510964,0.047703942,0.03300386,0.004438442,45,0.2627808153629303,3.3046367168426514,5.901000022888184,1.4364073276519775,357.5193786621094,160.6999969482422,-86.9104486,40.4265896,10.126169908393933,-0.158791663,-0.49117912,-40.86816917,32.01316547393799,2.0500879526138305,0.22505845838380092,0.1689899971762907,-0.018651934,0.027422891007465065,-0.07541443,-0.063130768,-70.25,Campus
69,10.16232066478544,-0.07457534,-0.52410076,-0.021013441,0.010867744934003692,-0.012176912,-104.9783139,74.18222045898438,-27.34434752,-0.018205271,0.024478470900964028,9.870245596122684E-5,0.9989524414238421,0.049327333161643554,0.001181491,0.036452303,45,0.30511754751205444,3.3246545791625977,6.038000106811523,1.4102064371109009,358.4952697753906,160.6999969482422,-86.9104511,40.4266132,10.16232066478544,-0.07457534,-0.52410076,-43.41821327,30.56234163284302,0.9752679801173508,0.251761154,-0.061595876,-0.03515813,-0.042545809,0.027225701414157175,-0.01211909,-66.25,Campus
70,9.829793837,0.24146600762942752,-0.622191963,-0.04499661,-0.029077516,0.05252545,-103.647416,71.76979240417481,-27.85150146,-0.055387393,0.027101595,0.018188887521018753,0.9970806345198918,0.056827941005235735,-0.032435545,0.11206279769178154,45,0.2636699676513672,3.334784984588623,5.973999977111816,1.4548300504684448,359.43658447265625,160.6999969482422,-86.9104523,40.4266287,9.829793837,0.24146600762942752,-0.622191963,-42.08768131,28.151011390686037,0.46872399136424064,-0.092081084,-0.080096963,-0.05783888,-0.066528974,-0.012715111,0.052584755,-71.22222222,Campus
71,9.928448408552743,-0.004608507,-0.365343941,0.11865114710221375,6.909107481970371E-4,-0.066358473,-103.7674638,75.29498268127442,-27.47805954,-0.024793623,0.023705627,0.006206127,0.998953627,0.048063745067197176,-0.011010603,0.049760487,45,0.3106584846973419,3.3446340560913086,6.954999923706055,1.444644808769226,2.0764174461364746,160.6999969482422,-86.9104476,40.4266508,9.928448408552743,-0.004608507,-0.365343941,-42.20797314,31.67485948562622,0.8408239858038723,0.013821829,-0.113005757,0.11098381515266825,0.097118782,0.017054796,-0.066327338,-74.375,Campus
72,9.750637214917402,0.3565650903619826,-0.755102351,0.16823059909816523,0.021613910821384016,-0.006305665,-106.816244,73.49048042297363,-24.68511345,0.024478170649460472,0.031924755,0.014652401870989706,0.9984570093525266,0.063756127,-0.031013878,-0.048134655,45,0.32331061363220215,3.354607343673706,7.383999824523926,1.3927013874053955,352.8714599609375,160.6999969482422,-86.9104425,40.4266673,9.750637214917402,0.3565650903619826,-0.755102351,-45.25602093,29.871455421447752,3.6355999201536178,-0.165265273,0.06942138,-0.131818761,0.14669823049775604,0.037986693180446486,-0.006255255,-73.33333333,Campus
73,9.742632898,-0.095680964,-0.494933873,-0.096995724,-0.026637091,0.017689365,-106.2651701,74.21735656738281,-22.85328362,0.060590093,0.032700784522497535,-0.00399162,0.9965188879411198,0.065797607,0.004817842,-0.121450647,45,0.32331061363220215,3.354607343673706,7.383999824523926,1.3927013874053955,352.8714599609375,160.6999969482422,-86.9104425,40.4266673,9.742632898,-0.095680964,-0.494933873,-44.70482521,30.597233409881593,5.4663318920135495,-0.104282509,-0.072092105,0.1661663257959977,-0.118528092,-0.010279135,0.017742739357415913,-74.25,Campus
74,9.601139901911171,0.034086109102857344,-0.657529659,-0.036504056,0.011852215536987608,-0.010492637,-106.3334897,75.10185631,-25.65513546,0.012084028597704126,0.024840914,-0.008226772,0.9987633494497503,0.050095524,0.016340778108112044,-0.024885052,45,0.26928481459617615,3.374622106552124,6.631999969482422,1.4331411123275757,355.0698242,160.6999969482422,-86.9104488,40.4267059,9.601139901911171,0.034086109102857344,-0.657529659,-44.77290134,31.481489372253417,2.664845944643021,-0.281809807,0.1907761091167487,-0.166409303,-0.05803642,0.028219066831527403,-0.010434814,-78.77777778,Campus
